Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
960,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
1056,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.30
1152,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.20
1248,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
1343,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
1440,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.40
1535,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.20
1632,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.30
1728,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.20
1824,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
1920,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.00
2016,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
2112,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.20
2208,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
2304,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.20
2400,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
2497,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
2592,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.40
2689,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.10
2783,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,25.00
2880,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,-20.00,9.50,45,14.22,-0.52,3.92,0.66,0.00,-1.80,0.68,0.00,0.00,25.10
2976,0.00,0.00,14.70,7,45,0.47,0,63.4,29.3,0.00,0.00,0.00,16,13.40,9.50,45,14.22,-0.50,3.92,0.98,0.00,-1.80,0.68,0.00,0.00,25.80
3072,0.00,0.00,14.70,7,45,0.47,114,63.4,29.3,0.00,0.00,13.07,16,13.40,9.50,45,14.22,-0.97,1.60,1.24,0.00,-1.80,0.68,0.00,0.00,26.10
3168,0.00,0.00,14.70,7,45,0.47,280,63.4,29.3,0.00,0.00,5.65,16,13.40,9.50,45,13.78,-0.97,2.76,1.34,0.00,-1.80,0.68,0.00,0.00,27.30
3263,0.00,0.00,14.70,7,45,0.54,294,63.4,29.3,0.00,0.00,5.65,16,13.75,9.50,45,13.20,-1.49,4.46,1.38,0.00,-1.80,0.64,0.00,0.00,26.60
3360,0.00,0.00,14.70,7,45,0.53,936,63.4,29.3,0.00,0.00,5.65,16,14.10,20.00,45,12.33,-3.38,7.70,1.66,0.00,-1.80,0.64,0.00,0.00,19.80
3456,0.00,0.00,14.70,7,45,0.50,1251,63.4,31.0,0.00,0.00,5.66,16,15.16,21.00,45,9.72,-5.05,9.49,1.68,0.00,-1.80,0.64,0.00,0.00,14.40
3552,0.00,0.00,14.70,7,45,0.47,1575,63.4,35.7,0.00,0.00,5.66,16,15.51,22.50,45,8.71,-6.63,11.25,1.76,0.00,-1.80,0.64,0.00,0.00,12.50
3648,0.00,0.00,14.70,7,45,0.42,1782,63.4,35.7,0.00,0.00,5.66,16,13.40,21.00,45,7.11,-7.62,11.77,1.80,0.00,-1.80,0.64,0.00,0.00,11.80
3744,0.00,0.00,14.70,7,45,0.39,1954,63.4,38.4,0.00,0.00,5.67,16,11.99,18.50,45,6.53,-8.35,11.94,1.80,0.00,-1.80,0.64,0.00,0.00,11.80
3840,0.00,0.00,14.70,7,45,0.37,2018,63.4,39.6,0.00,0.00,5.93,16,11.99,18.50,45,5.95,-8.80,12.33,1.84,0.00,-1.80,0.64,0.00,0.00,11.60
3936,0.00,0.00,14.70,7,45,0.37,2018,63.4,40.0,0.00,0.00,5.94,16,11.99,18.50,45,5.80,-8.97,12.33,1.82,0.00,-2.11,0.64,0.00,0.00,11.20
4032,0.00,0.00,14.70,7,45,0.38,1964,63.7,40.0,0.00,0.00,6.20,16,11.99,18.50,45,5.66,-9.03,12.27,1.82,0.00,-2.11,0.64,0.00,0.00,10.60
4128,0.00,0.00,14.70,7,45,0.39,1918,63.8,39.9,0.00,0.00,6.21,16,11.99,18.50,45,5.66,-8.97,12.44,1.84,0.00,-1.80,0.64,0.00,0.00,10.30
4224,0.00,0.00,14.70,7,45,0.40,1916,63.8,39.6,0.00,0.00,6.46,16,11.99,18.50,45,5.80,-8.91,12.61,1.84,0.00,-1.80,0.64,0.00,0.00,9.90
4320,0.00,0.00,14.70,7,45,0.40,1925,63.9,39.5,0.00,0.00,6.47,16,11.99,18.50,45,5.80,-8.93,12.61,1.82,0.00,-1.80,0.64,0.00,0.00,9.70
4416,0.00,0.00,14.70,7,45,0.39,1924,63.6,39.5,0.00,0.00,6.72,16,11.99,18.50,45,5.80,-8.91,12.55,1.82,0.00,-1.80,0.64,0.00,0.00,9.80
4511,0.00,0.00,14.70,7,45,0.39,1933,63.6,39.8,0.00,0.00,6.72,16,11.99,18.50,45,5.80,-8.97,12.55,1.82,0.00,-1.80,0.64,0.00,0.00,10.10
4607,0.00,0.00,14.70,7,45,0.39,1921,63.5,39.9,0.00,0.00,6.97,16,11.99,18.50,45,5.66,-8.97,12.49,1.82,0.00,-1.80,0.64,0.00,0.00,10.30
4703,0.00,0.00,14.70,7,45,0.39,1920,63.4,40.1,0.00,0.00,7.21,16,11.99,18.50,45,5.66,-9.01,12.49,1.82,0.00,-1.80,0.64,0.00,0.00,10.40
4800,0.00,0.00,14.70,7,45,0.39,1920,63.4,40.1,0.00,0.00,7.21,16,11.99,18.50,45,5.66,-9.05,12.38,1.82,0.00,-1.80,0.64,0.00,0.00,10.50
4896,0.00,0.00,14.70,7,45,0.39,1920,63.4,40.1,0.00,0.00,7.44,16,11.99,18.50,45,5.66,-9.09,12.38,1.82,0.00,-1.80,0.64,0.00,0.00,10.60
4992,0.00,0.00,14.70,7,45,0.38,1923,63.4,40.1,0.00,0.00,7.45,16,11.99,18.50,45,5.66,-9.09,12.21,1.82,0.00,-1.80,0.64,0.00,0.00,10.50
5087,0.00,0.00,14.70,7,45,0.38,1920,63.4,40.1,0.00,0.00,7.66,16,11.99,18.50,45,5.51,-9.13,12.27,1.82,0.00,-1.80,0.64,0.00,0.00,10.50
5183,0.00,0.00,14.70,7,45,0.39,1903,63.4,40.2,0.00,0.00,7.67,16,11.99,18.50,45,5.51,-9.11,12.05,1.82,0.00,-1.80,0.64,0.00,0.00,10.50
5279,0.00,0.00,14.70,7,45,0.38,1902,63.4,40.2,0.00,0.00,7.88,16,11.99,18.50,45,5.51,-9.15,12.22,1.80,0.00,-1.80,0.64,0.00,0.00,10.50
5375,0.00,0.00,14.70,7,45,0.39,1876,63.4,40.2,0.00,0.00,7.89,16,11.99,18.50,45,5.66,-9.13,12.16,1.80,0.00,-1.80,0.64,0.00,0.00,10.40
5470,0.00,0.00,14.70,7,45,0.38,1875,63.4,40.2,0.00,0.00,8.09,16,11.99,18.50,45,5.51,-9.18,11.94,1.80,0.00,-1.80,0.64,0.00,0.00,10.40
5567,0.00,0.00,14.70,7,45,0.38,1870,63.4,40.2,0.00,0.00,8.10,16,11.99,18.50,45,5.51,-9.18,11.83,1.78,0.00,-1.80,0.64,0.00,0.00,10.60
5663,0.00,0.00,14.70,7,45,0.38,1862,63.4,40.3,0.00,0.00,8.28,16,11.99,18.50,45,5.51,-9.24,11.89,1.80,0.00,-1.80,0.64,0.00,0.00,10.50
5758,0.00,0.00,14.70,7,45,0.38,1848,63.4,40.3,0.00,0.00,8.29,16,11.99,18.50,45,5.51,-9.22,11.83,1.78,0.00,-1.80,0.64,0.00,0.00,10.60
5854,0.00,0.00,14.70,7,45,0.38,1845,63.4,40.3,0.00,0.00,8.47,16,11.99,18.50,45,5.51,-9.26,11.61,1.78,0.00,-1.80,0.64,0.00,0.00,10.40
5950,0.00,0.00,14.70,7,45,0.38,1835,63.4,40.3,0.00,0.00,8.48,16,11.99,18.50,45,5.37,-9.28,11.51,1.78,0.00,-1.80,0.64,0.00,0.00,10.50
6046,0.00,0.00,14.70,7,45,0.37,1830,63.4,40.3,0.00,0.00,8.65,16,11.99,21.00,45,5.37,-9.30,11.30,1.76,0.00,-1.80,0.64,0.00,0.00,10.50
6142,0.00,0.00,14.70,7,45,0.37,1828,63.4,40.4,0.00,0.00,8.66,16,11.99,21.00,45,5.37,-9.34,11.30,1.76,0.00,-1.80,0.64,0.00,0.00,10.50
6238,0.00,0.00,14.70,7,45,0.36,1834,63.4,40.4,0.00,0.00,8.82,16,11.99,20.00,45,5.37,-9.38,11.10,1.76,0.00,-1.80,0.64,0.00,0.00,10.60
6334,0.00,0.00,14.70,7,45,0.36,1820,63.4,40.4,0.00,0.00,8.83,16,11.99,21.00,45,5.22,-9.42,11.10,1.76,0.00,-1.80,0.64,0.00,0.00,10.60
6430,0.00,0.00,14.70,7,45,0.35,1808,63.4,40.4,0.00,0.00,8.98,16,11.99,21.50,45,5.22,-9.48,10.69,1.74,0.00,-1.80,0.64,0.00,0.00,10.50
6526,0.00,0.00,14.70,7,45,0.35,1792,63.4,40.4,0.00,0.00,8.99,16,11.99,23.00,45,5.08,-9.55,10.59,1.74,0.00,-1.80,0.64,0.00,0.00,10.60
6622,0.00,0.00,14.70,7,45,0.36,1748,63.4,40.5,0.00,0.00,9.00,16,11.99,26.00,45,5.08,-9.57,10.39,1.72,0.00,-1.80,0.64,0.00,0.00,10.40
6718,0.00,0.00,14.70,7,45,0.37,1726,63.4,40.6,0.00,0.00,9.14,16,11.99,26.50,45,5.22,-9.53,10.39,1.72,0.00,-1.80,0.64,0.00,0.00,10.40
6814,0.00,0.00,14.70,7,45,0.38,1688,63.4,40.5,0.00,0.00,9.15,16,11.99,26.50,45,5.22,-9.44,10.49,1.74,0.00,-1.80,0.64,0.00,0.00,10.30
6909,0.00,0.00,14.81,7,45,0.37,1708,63.4,40.5,0.00,0.00,9.28,16,11.99,25.50,45,5.22,-9.48,10.49,1.72,0.00,-1.80,0.64,0.00,0.00,10.20
7005,0.00,0.00,14.70,7,45,0.35,1707,63.4,40.5,0.00,0.00,9.29,16,11.99,25.00,45,5.22,-9.55,10.28,1.70,0.00,-1.80,0.64,0.00,0.00,10.20
7101,0.00,0.00,14.70,7,45,0.35,1696,63.4,40.6,0.00,0.00,9.42,16,11.99,25.00,45,5.08,-9.61,9.99,1.70,0.00,-1.80,0.64,0.00,0.00,10.10
7198,0.00,0.00,14.70,7,45,0.36,1684,63.4,40.7,0.00,0.00,9.43,16,11.99,25.00,45,5.08,-9.63,9.99,1.70,0.00,-1.80,0.64,0.00,0.00,10.20
7293,0.00,0.00,14.70,7,45,0.36,1677,63.4,40.7,0.00,0.00,9.54,16,11.99,24.50,45,5.08,-9.63,9.99,1.70,0.00,-1.80,0.64,0.00,0.00,10.20
7390,0.00,0.00,14.70,7,45,0.35,1678,63.4,40.6,0.00,0.00,9.55,16,11.99,23.50,45,5.08,-9.67,9.90,1.70,0.00,-1.80,0.64,0.00,0.00,10.20
7485,0.00,0.00,14.70,7,45,0.35,1658,63.7,40.4,0.00,0.00,9.66,16,11.99,24.50,45,5.08,-9.69,9.58,1.68,0.00,-1.80,0.64,0.00,0.00,10.40
7581,0.00,0.00,14.70,7,45,0.35,1652,63.7,40.4,0.00,0.00,9.67,16,11.99,23.50,45,4.93,-9.73,9.63,1.68,0.00,-1.80,0.64,0.00,0.00,10.20
7677,0.00,0.00,14.70,7,45,0.32,1655,63.8,40.3,0.00,0.00,9.69,16,11.99,23.00,45,4.93,-9.73,9.45,1.68,0.00,-1.80,0.64,0.00,0.00,10.40
7773,0.00,0.00,14.70,7,45,0.34,1638,63.8,40.2,0.00,0.00,9.79,16,11.99,24.00,45,4.93,-9.77,9.45,1.68,0.00,-1.80,0.64,0.00,0.00,10.10
7868,0.00,0.00,14.70,7,45,0.34,1626,63.9,40.2,0.00,0.00,9.80,16,11.99,24.00,43,4.93,-9.77,9.27,1.66,0.00,-1.80,0.64,0.00,0.00,10.20
7964,0.00,0.00,14.70,7,45,0.35,1615,63.9,40.2,0.00,0.00,9.89,16,11.99,24.50,43,4.93,-9.75,9.36,1.66,0.00,-1.80,0.64,0.00,0.00,10.20
8060,0.00,0.00,14.70,7,45,0.34,1601,63.9,40.1,0.00,0.00,9.90,16,11.99,24.50,45,4.93,-9.77,9.18,1.66,0.00,-1.80,0.64,0.00,0.00,10.10
8157,0.00,0.00,14.70,7,45,0.34,1595,63.9,40.1,0.00,0.00,9.99,16,11.99,23.50,43,4.93,-9.77,9.09,1.66,0.00,-1.80,0.64,0.00,0.00,10.20
8252,0.00,0.00,14.70,7,45,0.34,1580,63.9,40.1,0.00,0.00,10.00,16,11.99,24.00,43,4.93,-9.75,9.00,1.66,0.00,-1.80,0.64,0.00,0.00,10.20
8348,0.00,0.00,14.70,7,45,0.34,1571,63.9,40.1,0.00,0.00,10.01,16,11.99,25.00,43,4.93,-9.75,8.91,1.64,0.00,-1.80,0.64,0.00,0.00,10.10
8444,0.00,0.00,14.70,7,45,0.34,1573,63.9,40.1,0.00,0.00,10.09,16,11.99,24.50,43,4.93,-9.73,8.91,1.64,0.00,-1.80,0.64,0.00,0.00,10.10
8540,0.00,0.00,14.70,7,45,0.34,1566,63.9,40.1,0.00,0.00,10.10,16,11.99,23.50,43,4.93,-9.73,8.82,1.64,0.00,-1.80,0.64,0.00,0.00,10.10
8636,0.00,0.00,14.70,7,45,0.34,1553,63.9,40.1,0.00,0.00,10.18,16,11.99,24.50,43,4.93,-9.73,8.78,1.64,0.00,-1.80,0.64,0.00,0.00,10.20
8732,0.00,0.00,14.70,7,45,0.34,1537,63.9,40.1,0.00,0.00,10.19,16,11.99,25.00,43,4.93,-9.71,8.73,1.64,0.00,-1.80,0.64,0.00,0.00,10.20
8828,0.00,0.00,14.70,7,45,0.33,1538,63.9,40.2,0.00,0.00,10.20,16,11.99,24.00,43,4.93,-9.71,8.64,1.64,0.00,-1.80,0.64,0.00,0.00,10.20
8924,0.00,0.00,14.70,7,45,0.33,1529,63.9,40.1,0.00,0.00,10.27,16,11.99,24.00,43,4.93,-9.73,8.56,1.62,0.00,-1.80,0.64,0.00,0.00,10.30
9019,0.00,0.00,14.70,7,45,0.33,1524,63.9,40.1,0.00,0.00,10.29,16,11.99,24.00,43,4.93,-9.71,8.47,1.62,0.00,-1.80,0.64,0.00,0.00,10.20
9116,0.00,0.00,14.70,7,45,0.34,1512,63.9,40.2,0.00,0.00,10.35,16,11.99,24.00,43,5.08,-9.69,8.47,1.62,0.00,-1.80,0.64,0.00,0.00,10.20
9211,0.00,0.00,14.70,7,45,0.34,1503,63.9,40.2,0.00,0.00,10.36,16,11.99,24.50,43,5.08,-9.67,8.44,1.62,0.00,-1.80,0.64,0.00,0.00,10.20
9308,0.00,0.00,14.70,7,45,0.34,1495,63.9,40.1,0.00,0.00,10.42,16,11.64,23.50,43,5.08,-9.67,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.30
9404,0.00,0.00,14.70,7,45,0.34,1494,63.9,40.1,0.00,0.00,10.44,16,11.64,23.00,43,5.08,-9.63,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.20
9499,0.00,0.00,14.70,7,45,0.34,1478,63.9,40.2,0.00,0.00,10.45,16,11.64,24.00,43,5.08,-9.59,8.31,1.62,0.00,-1.80,0.64,0.00,0.00,10.30
9596,0.00,0.00,14.70,7,45,0.34,1478,63.9,40.1,0.00,0.00,10.50,16,11.64,23.50,43,5.08,-9.57,8.31,1.62,0.00,-1.80,0.64,0.00,0.00,10.40
9691,0.00,0.00,14.70,7,45,0.34,1465,63.9,40.0,0.00,0.00,10.52,16,11.64,24.50,43,5.22,-9.53,8.31,1.60,0.00,-1.80,0.64,0.00,0.00,10.40
9787,0.00,0.00,14.70,7,45,0.34,1472,63.9,40.0,0.00,0.00,10.53,16,11.64,22.50,43,5.22,-9.53,8.23,1.62,0.00,-1.80,0.64,0.00,0.00,10.50
9883,0.00,0.00,14.70,7,45,0.33,1476,63.9,40.0,0.00,0.00,10.59,16,11.64,22.50,43,5.22,-9.53,8.14,1.60,0.00,-1.80,0.64,0.00,0.00,10.50
9979,0.00,0.00,14.70,7,45,0.34,1468,63.9,40.0,0.00,0.00,10.60,16,11.64,21.50,43,5.22,-9.53,8.23,1.60,0.00,-1.80,0.64,0.00,0.00,10.60
10074,0.00,0.00,14.70,7,45,0.34,1460,63.9,40.0,0.00,0.00,10.65,16,11.64,22.00,43,5.22,-9.53,8.31,1.60,0.00,-1.80,0.64,0.00,0.00,10.70
10172,0.00,0.00,14.70,7,45,0.34,1446,63.9,40.0,0.00,0.00,10.66,16,11.64,22.50,43,5.22,-9.48,8.31,1.62,0.00,-1.80,0.64,0.00,0.00,10.80
10267,0.00,0.00,14.70,7,45,0.34,1450,63.9,39.9,0.00,0.00,10.67,16,11.64,22.00,43,5.22,-9.46,8.23,1.62,0.00,-1.80,0.64,0.00,0.00,10.70
10363,0.00,0.00,14.70,7,45,0.34,1446,63.9,39.9,0.00,0.00,10.71,16,11.64,21.00,43,5.22,-9.44,8.31,1.60,0.00,-1.80,0.64,0.00,0.00,10.70
10459,0.00,0.00,14.70,7,45,0.34,1448,63.9,39.9,0.00,0.00,10.73,16,11.64,20.00,43,5.37,-9.40,8.31,1.62,0.00,-1.80,0.64,0.00,0.00,10.80
10555,0.00,0.00,14.81,7,45,0.35,1448,63.9,39.9,0.00,0.00,10.77,16,11.64,20.00,43,5.37,-9.38,8.31,1.62,0.00,-1.80,0.64,0.00,0.00,10.80
10650,0.00,0.00,14.70,7,45,0.35,1446,63.9,39.9,0.00,0.00,10.79,16,11.64,20.00,43,5.37,-9.34,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.90
10746,0.00,0.00,14.70,7,45,0.34,1460,63.9,39.8,0.00,0.00,10.80,16,11.64,19.00,43,5.37,-9.34,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.90
10842,0.00,0.00,14.70,7,45,0.35,1449,63.7,39.8,0.00,0.00,10.84,16,11.64,19.00,43,5.37,-9.34,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.90
10938,0.00,0.00,14.70,7,45,0.35,1447,63.6,40.1,0.00,0.00,10.85,16,11.64,19.00,43,5.37,-9.34,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,10.90
11034,0.00,0.00,14.70,7,45,0.35,1458,63.6,40.2,0.00,0.00,10.89,16,11.64,17.50,43,5.37,-9.32,8.44,1.62,0.00,-1.80,0.64,0.00,0.00,11.00
11130,0.00,0.00,14.70,7,45,0.35,1451,63.5,40.3,0.00,0.00,10.90,16,11.64,18.50,43,5.37,-9.34,8.47,1.62,0.00,-1.80,0.64,0.00,0.00,11.10
11226,0.00,0.00,14.70,7,45,0.35,1452,63.5,40.3,0.00,0.00,10.92,16,11.64,18.00,43,5.37,-9.30,8.39,1.62,0.00,-1.80,0.64,0.00,0.00,11.30
11321,0.00,0.00,14.70,7,45,0.35,1446,63.5,40.3,0.00,0.00,10.96,16,11.64,19.00,43,5.37,-9.28,8.47,1.62,0.00,-1.80,0.64,0.00,0.00,11.30
11417,0.00,0.00,14.70,7,45,0.35,1440,63.5,40.3,0.00,0.00,10.97,16,11.64,19.00,43,5.37,-9.28,8.44,1.62,0.00,-1.80,0.64,0.00,0.00,11.30
11513,0.00,0.00,14.70,7,45,0.36,1447,63.4,40.3,0.00,0.00,10.98,16,11.64,18.00,43,5.51,-9.24,8.47,1.62,0.00,-1.80,0.64,0.00,0.00,11.30
11609,0.00,0.00,14.70,7,45,0.36,1447,63.4,40.3,0.00,0.00,11.02,16,11.64,18.00,43,5.51,-9.24,8.56,1.64,0.00,-1.80,0.64,0.00,0.00,11.30
11705,0.00,0.00,14.70,7,45,0.36,1456,63.4,40.3,0.00,0.00,11.03,16,11.64,17.00,43,5.51,-9.24,8.64,1.64,0.00,-1.80,0.64,0.00,0.00,11.40
11801,0.00,0.00,14.70,7,45,0.36,1453,63.4,40.3,0.00,0.00,11.06,16,11.64,17.50,43,5.51,-9.24,8.64,1.64,0.00,-1.80,0.64,0.00,0.00,11.40
11896,0.00,0.00,14.70,7,45,0.36,1448,63.4,40.3,0.00,0.00,11.08,16,11.64,18.00,43,5.51,-9.22,8.64,1.64,0.00,-1.80,0.64,0.00,0.00,11.40
11993,0.00,0.00,14.70,7,45,0.36,1459,63.4,40.3,0.00,0.00,11.09,16,11.64,16.50,43,5.51,-9.18,8.60,1.64,0.00,-1.80,0.64,0.00,0.00,11.50
12088,0.00,0.00,14.70,7,45,0.35,1452,63.4,40.2,0.00,0.00,11.12,16,11.64,17.50,43,5.51,-9.22,8.56,1.64,0.00,-1.80,0.64,0.00,0.00,11.50
12184,0.00,0.00,14.70,7,45,0.35,1464,63.4,40.3,0.00,0.00,11.14,16,11.64,16.50,43,5.51,-9.24,8.64,1.64,0.00,-1.80,0.64,0.00,0.00,11.50
12280,0.00,0.00,14.70,7,45,0.36,1460,63.4,40.3,0.00,0.00,11.17,16,11.64,16.50,43,5.51,-9.24,8.56,1.62,0.00,-1.80,0.64,0.00,0.00,11.50
12377,0.00,0.00,14.70,7,45,0.36,1455,63.4,40.3,0.00,0.00,11.18,16,11.64,16.50,43,5.51,-9.24,8.60,1.64,0.00,-1.80,0.64,0.00,0.00,11.60
12472,0.00,0.00,14.70,7,45,0.35,1463,63.4,40.3,0.00,0.00,11.20,16,11.64,17.00,43,5.51,-9.24,8.56,1.64,0.00,-1.80,0.64,0.00,0.00,11.60
