Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
961,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1056,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1152,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1248,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1345,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,14.90,9.8,1.4
1441,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1537,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1634,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1730,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1826,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
1921,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2017,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2113,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.39,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2209,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.36,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2305,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2401,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,14.90,9.8,1.4
2497,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2593,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2689,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,14.90,9.8,1.4
2786,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
2882,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,9.8,1.4
2978,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
3073,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,14.90,9.8,1.4
3170,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,122,14.22,-0.43,2.92,0.76,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
3265,0.00,0.00,14.70,7,0.35,114,0.00,0.00,13.84,16,12.34,9.50,122,14.22,-0.43,2.92,1.04,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,9.8,1.4
3361,0.00,0.00,14.70,7,0.35,114,0.00,0.00,13.84,16,12.34,9.50,122,14.22,-0.43,1.73,1.04,0.00,-1.70,1.18,0.68,0.00,0.00,14.90,9.8,1.4
3457,0.00,0.00,14.70,7,0.35,175,0.00,0.00,8.84,16,12.34,9.50,122,14.22,-1.26,1.73,1.16,0.00,-1.70,0.39,0.64,0.00,0.00,15.00,9.8,1.4
3553,0.00,0.00,14.70,7,0.36,708,0.00,0.00,8.84,16,12.70,12.50,122,13.49,-2.71,4.33,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,17.20,9.8,1.4
3648,0.00,0.00,14.70,7,0.36,1150,0.00,0.00,8.85,16,14.10,13.50,122,12.04,-5.14,7.06,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,17.50,9.8,1.4
3744,0.00,0.00,14.70,7,0.32,1552,0.00,0.00,8.85,16,14.45,14.00,122,8.71,-7.08,7.11,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,9.8,1.4
3840,0.00,0.00,14.70,7,0.28,1710,0.00,0.00,8.86,16,13.05,13.00,122,7.25,-8.68,7.24,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,13.50,9.8,1.4
3937,0.00,0.00,14.70,7,0.26,1883,0.00,0.00,9.15,16,11.99,11.50,122,5.80,-9.40,7.15,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,9.8,1.4
4032,0.00,0.00,14.70,7,0.23,1910,0.00,0.00,9.67,16,11.99,11.50,122,5.22,-9.94,6.88,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,9.8,1.4
4129,0.00,0.00,14.70,7,0.22,1892,0.00,0.00,9.92,16,11.99,11.50,122,4.50,-10.27,6.65,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,9.8,1.4
4225,0.00,0.00,14.70,7,0.21,1883,0.00,0.00,10.37,16,11.99,11.50,122,4.35,-10.44,6.51,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,13.60,9.8,1.4
4320,0.00,0.00,14.70,7,0.21,1813,0.00,0.00,10.58,16,11.99,11.50,122,4.21,-10.58,6.47,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,12.90,9.8,1.4
4417,0.00,0.00,14.70,7,0.22,1804,0.00,0.00,10.78,16,11.99,11.50,122,4.06,-10.62,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,12.50,9.8,1.4
4513,0.00,0.00,14.70,7,0.22,1738,0.00,0.00,11.12,16,11.99,11.50,122,4.06,-10.60,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,12.50,9.8,1.4
4608,0.00,0.00,14.70,7,0.23,1697,0.00,0.00,11.35,16,11.99,11.50,122,4.06,-10.52,6.47,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,12.30,9.8,1.4
4705,0.00,0.00,14.70,7,0.23,1626,0.00,0.00,11.63,16,11.99,11.50,122,4.21,-10.40,6.33,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,12.40,9.8,1.4
4801,0.00,0.00,14.70,7,0.23,1587,0.00,0.00,11.75,16,11.99,11.50,122,4.35,-10.31,6.20,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,12.50,9.8,1.4
4896,0.00,0.00,14.70,7,0.24,1536,0.00,0.00,11.87,16,11.99,13.50,122,4.35,-10.17,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,12.60,9.8,1.4
4992,0.00,0.00,14.70,7,0.24,1514,0.00,0.00,11.90,16,11.99,15.00,122,4.50,-10.11,6.20,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,12.80,9.8,1.4
5088,0.00,0.00,14.70,7,0.24,1506,0.00,0.00,12.09,16,11.99,16.00,122,4.64,-10.06,6.15,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,9.8,1.4
5184,0.00,0.00,14.70,7,0.24,1488,0.00,0.00,12.17,16,11.64,16.50,122,4.64,-10.04,6.01,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,13.10,9.8,1.4
5280,0.00,0.00,14.70,7,0.24,1528,0.00,0.00,12.24,16,11.64,18.00,122,4.64,-10.02,5.96,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,13.30,9.8,1.4
5375,0.00,0.00,14.70,7,0.25,1462,0.00,0.00,12.31,16,11.64,17.50,122,4.64,-9.96,6.01,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,13.40,9.6,1.2
5472,0.00,0.00,14.70,7,0.25,1444,0.00,0.00,12.38,16,11.64,18.00,122,4.79,-9.94,6.01,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,13.70,9.4,1.2
5568,0.00,0.00,14.70,7,0.26,1433,0.00,0.00,12.44,16,11.64,18.50,122,4.79,-9.86,6.10,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,9.4,1.1
5664,0.00,0.00,14.70,7,0.26,1424,0.00,0.00,12.54,16,11.64,16.50,122,4.79,-9.86,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,9.4,1.0
5760,0.00,0.00,14.70,7,0.26,1428,0.00,0.00,12.59,16,11.29,17.00,122,4.79,-9.84,6.10,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,9.3,1.0
5856,0.00,0.00,14.70,7,0.26,1417,0.00,0.00,12.63,16,11.29,19.00,122,4.79,-9.84,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,9.3,1.0
5952,0.00,0.00,14.70,7,0.26,1398,0.00,0.00,12.67,16,11.29,17.50,122,4.79,-9.84,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,9.3,1.0
6047,0.00,0.00,14.70,7,0.27,1396,0.00,0.00,12.71,16,11.29,16.50,122,4.79,-9.84,6.10,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,9.3,1.0
6143,0.00,0.00,14.70,7,0.26,1389,0.00,0.00,12.74,16,11.29,17.00,122,4.79,-9.82,6.15,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,9.6,1.0
6240,0.00,0.00,14.70,7,0.26,1401,0.00,0.00,12.77,16,11.29,16.00,122,4.93,-9.84,6.01,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,9.6,1.2
6335,0.00,0.00,14.70,7,0.26,1377,0.00,0.00,12.80,16,11.29,16.50,122,4.79,-9.86,6.01,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,9.7,1.3
6431,0.00,0.00,14.70,7,0.26,1368,0.00,0.00,12.85,16,11.29,16.00,122,4.79,-9.86,5.93,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,9.7,1.3
6527,0.00,0.00,14.70,7,0.26,1356,0.00,0.00,12.78,16,11.29,17.50,122,4.79,-9.86,5.93,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,9.8,1.3
6623,0.00,0.00,14.70,7,0.27,1335,0.00,0.00,12.81,16,10.94,19.00,122,4.79,-9.86,5.83,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.3
6719,0.00,0.00,14.70,7,0.27,1308,0.00,0.00,12.83,16,10.94,19.00,122,4.79,-9.82,5.89,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.3
6816,0.00,0.00,14.70,7,0.27,1294,0.00,0.00,12.85,16,10.94,19.00,122,4.93,-9.75,5.89,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
6911,0.00,0.00,14.70,7,0.28,1288,0.00,0.00,12.87,16,10.94,18.00,122,4.93,-9.69,5.98,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,9.8,1.4
7007,0.00,0.00,14.70,7,0.27,1298,0.00,0.00,12.89,16,10.94,17.50,122,4.93,-9.73,5.89,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,9.8,1.4
7103,0.00,0.00,14.70,7,0.26,1300,0.00,0.00,12.90,16,10.94,18.00,122,4.93,-9.77,5.79,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
7198,0.00,0.00,14.70,7,0.26,1305,0.00,0.00,12.83,16,10.94,15.00,122,4.93,-9.82,5.65,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
7295,0.00,0.00,14.70,7,0.26,1304,0.00,0.00,12.84,16,10.94,17.00,122,4.79,-9.88,5.59,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
7391,0.00,0.00,14.70,7,0.26,1280,0.00,0.00,12.86,16,10.94,16.50,122,4.79,-9.88,5.55,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,9.8,1.4
7487,0.00,0.00,14.70,7,0.26,1281,0.00,0.00,12.88,16,10.94,16.50,122,4.79,-9.86,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
7582,0.00,0.00,14.70,7,0.26,1256,0.00,0.00,12.89,16,10.94,15.50,122,4.79,-9.86,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,9.8,1.4
7679,0.00,0.00,14.70,7,0.26,1266,0.00,0.00,12.90,16,10.94,16.50,122,4.79,-9.90,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
7774,0.00,0.00,14.70,7,0.25,1252,0.00,0.00,12.92,16,10.94,16.00,122,4.79,-9.94,5.32,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,9.8,1.4
7870,0.00,0.00,14.70,7,0.25,1258,0.00,0.00,12.84,16,10.94,15.50,122,4.79,-9.96,5.22,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,9.8,1.4
7966,0.00,0.00,14.70,7,0.25,1228,0.00,0.00,12.85,16,10.59,16.50,122,4.79,-9.96,5.19,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,9.8,1.4
8062,0.00,0.00,14.81,7,0.25,1239,0.00,0.00,12.87,16,10.59,15.50,122,4.79,-9.94,5.08,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,9.8,1.4
8157,0.00,0.00,14.70,7,0.25,1231,0.00,0.00,12.88,16,10.59,17.00,122,4.79,-9.94,5.12,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,9.8,1.4
8254,0.00,0.00,14.81,7,0.25,1224,0.00,0.00,12.89,16,10.59,15.50,122,4.79,-9.92,5.15,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,9.8,1.4
8349,0.00,0.00,14.70,7,0.25,1217,0.00,0.00,12.81,16,10.59,17.50,122,4.79,-9.94,5.02,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,9.8,1.4
8445,0.00,0.00,14.70,7,0.24,1206,0.00,0.00,12.82,16,10.59,15.50,122,4.79,-9.94,4.96,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,10.0,1.5
8541,0.00,0.00,14.70,7,0.24,1199,0.00,0.00,12.83,16,10.59,18.00,122,4.79,-9.94,4.90,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,10.2,1.6
8637,0.00,0.00,14.81,7,0.25,1181,0.00,0.00,12.84,16,10.59,16.50,122,4.79,-9.94,4.83,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,10.2,1.6
8733,0.00,0.00,14.81,7,0.24,1178,0.00,0.00,12.85,16,10.59,16.50,122,4.79,-9.94,4.80,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,10.2,1.7
8829,0.00,0.00,14.81,7,0.24,1166,0.00,0.00,12.86,16,10.23,16.50,122,4.79,-9.96,4.70,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,10.5,1.9
8925,0.00,0.00,14.81,7,0.24,1156,0.00,0.00,12.87,16,10.23,16.00,122,4.79,-9.96,4.68,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,10.6,2.0
9021,0.00,0.00,14.70,7,0.24,1159,0.00,0.00,12.78,16,10.23,15.50,122,4.79,-9.96,4.64,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.0,2.0
9116,0.00,0.00,14.81,7,0.25,1128,0.00,0.00,12.79,16,10.23,18.00,122,4.79,-9.96,4.61,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.0,2.2
9213,0.00,0.00,14.81,7,0.25,1134,0.00,0.00,12.80,16,10.23,16.50,122,4.79,-9.96,4.64,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.1,2.3
9309,0.00,0.00,14.81,7,0.25,1108,0.00,0.00,12.81,16,10.23,16.50,122,4.79,-9.96,4.61,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.4,2.5
9405,0.00,0.00,14.81,7,0.25,1116,0.00,0.00,12.82,16,10.23,17.00,122,4.79,-9.96,4.61,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,11.5,2.5
9500,0.00,0.00,14.81,7,0.24,1124,0.00,0.00,12.83,16,10.23,15.50,122,4.79,-9.98,4.49,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.5,2.6
9597,0.00,0.00,14.81,7,0.24,1122,0.00,0.00,12.83,16,10.23,16.50,122,4.79,-10.02,4.47,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,11.8,2.9
9693,0.00,0.00,14.81,7,0.24,1108,0.00,0.00,12.84,16,10.23,15.50,122,4.64,-10.06,4.39,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,12.2,3.2
9788,0.00,0.00,14.81,7,0.24,1096,0.00,0.00,12.76,16,10.23,16.50,122,4.64,-10.06,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,12.2,3.2
9885,0.00,0.00,14.81,7,0.24,1080,0.00,0.00,12.77,16,10.23,16.50,122,4.64,-10.06,4.37,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,12.4,3.3
9981,0.00,0.00,14.81,7,0.25,1072,0.00,0.00,12.78,16,9.88,16.00,122,4.64,-10.04,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,13.0,3.8
10076,0.00,0.00,14.81,7,0.24,1066,0.00,0.00,12.78,16,9.88,16.50,122,4.64,-10.06,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,13.3,3.8
10172,0.00,0.00,14.81,7,0.24,1086,0.00,0.00,12.79,16,9.88,15.00,122,4.64,-10.11,4.29,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,13.3,4.0
10268,0.00,0.00,14.81,7,0.24,1075,0.00,0.00,12.80,16,9.88,14.50,122,4.64,-10.17,4.25,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,13.7,4.3
10365,0.00,0.00,14.81,7,0.23,1071,0.00,0.00,12.81,16,9.88,15.50,122,4.50,-10.21,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,14.1,4.6
10460,0.00,0.00,14.81,7,0.24,1063,0.00,0.00,12.82,16,9.88,14.50,122,4.50,-10.23,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,14.6,4.6
10555,0.00,0.00,14.81,7,0.24,1041,0.00,0.00,12.83,16,9.88,16.50,122,4.50,-10.21,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,14.6,5.0
10652,0.00,0.00,14.81,7,0.24,1025,0.00,0.00,12.83,16,9.88,17.00,122,4.50,-10.17,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,15.1,5.3
10747,0.00,0.00,14.81,7,0.24,1024,0.00,0.00,12.84,16,9.88,16.50,122,4.50,-10.17,4.11,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,15.5,5.5
10844,0.00,0.00,14.70,7,0.24,1026,0.00,0.00,12.76,16,9.88,17.00,122,4.50,-10.21,4.06,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,16.0,5.5
10940,0.00,0.00,14.70,7,0.24,1016,0.00,0.00,12.77,16,9.88,16.00,122,4.50,-10.21,4.02,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,16.0,5.7
11035,0.00,0.00,14.59,7,0.23,1009,0.00,0.00,12.77,16,9.88,15.50,122,4.50,-10.25,3.96,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,16.3,5.7
11131,0.00,0.00,14.59,7,0.23,1000,0.00,0.00,12.78,16,9.88,16.50,122,4.50,-10.25,3.91,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,16.6,5.7
11227,0.00,0.00,14.59,7,0.23,992,0.00,0.00,12.79,16,9.88,16.50,122,4.50,-10.25,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,16.6,5.9
11323,0.00,0.00,14.59,7,0.23,981,0.00,0.00,12.79,16,9.88,16.50,122,4.50,-10.25,3.80,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,17.0,6.0
11418,0.00,0.00,14.59,7,0.23,971,0.00,0.00,12.80,16,9.88,17.50,122,4.50,-10.23,3.80,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,17.5,6.2
11515,0.00,0.00,14.59,7,0.23,970,0.00,0.00,12.81,16,9.88,16.50,122,4.50,-10.21,3.75,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,17.9,6.2
11610,0.00,0.00,14.59,7,0.23,952,0.00,0.00,12.82,16,9.88,17.00,122,4.50,-10.21,3.67,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,17.9,6.3
11706,0.00,0.00,14.59,7,0.23,940,0.00,0.00,12.82,16,9.88,17.50,122,4.50,-10.23,3.62,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,18.4,6.5
11802,0.00,0.00,14.59,7,0.23,938,0.00,0.00,12.83,16,9.88,17.50,122,4.50,-10.25,3.60,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,18.9,6.7
11897,0.00,0.00,14.59,7,0.23,920,0.00,0.00,12.84,16,9.88,17.50,122,4.50,-10.25,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,19.4,6.7
11994,0.00,0.00,14.47,7,0.23,917,0.00,0.00,12.84,16,9.88,17.50,122,4.50,-10.25,3.58,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,19.4,6.9
12090,0.00,0.00,14.47,7,0.23,921,0.00,0.00,12.85,16,9.88,17.50,122,4.50,-10.25,3.55,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,19.7,6.9
12185,0.00,0.00,14.47,7,0.23,913,0.00,0.00,12.85,16,9.88,17.00,122,4.50,-10.25,3.51,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,20.1,7.1
12281,0.00,0.00,14.47,7,0.23,902,0.00,0.00,12.86,16,9.88,16.50,122,4.50,-10.25,3.47,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,13.90,20.1,7.1
