Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Intake Air Temperature (F),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
3323,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.62,1.58,14.60
3364,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.62,1.58,14.60
3402,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.70
3442,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.70
3482,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.57,1.58,14.70
3528,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.60
3562,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.60
3604,-6.25,0.00,14.47,8,0.00,0.00,16,88,7.62,1.58,14.60
3652,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.60
3688,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.60
3733,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.70,1.58,14.70
3774,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.70,1.58,14.70
3815,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.57,1.58,14.60
3856,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
3896,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
3939,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.70
3987,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.70
4019,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.70
4060,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.70,1.58,14.70
4102,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.70,1.58,14.60
4142,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
4184,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
4218,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
4266,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.60
4307,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.70
4340,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.70
4388,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.70
4430,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
4469,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.70,1.58,14.60
4512,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
4552,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
4587,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
4633,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.70
4675,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.70
4711,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
4751,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
4800,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
4839,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.50
4881,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.50
4922,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
4959,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
5003,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.50
5044,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.50
5078,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.50
5126,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.50
5167,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
5202,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
5249,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.66,1.58,14.50
5287,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.50
5332,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
5373,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.60
5412,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.60
5449,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
5495,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
5536,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.66,1.58,14.60
5577,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.60
5618,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
5660,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
5700,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.50
5741,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.62,1.58,14.50
5779,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
5823,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.50
5861,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.50
5906,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
5939,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.60
5980,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.60
6028,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
6070,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
6111,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.50
6144,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.50
6189,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.50
6233,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.60
6274,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
6315,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
6356,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
6397,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
6431,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
6479,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
6520,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
6561,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
6602,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
6643,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
6684,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
6725,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
6767,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.57,1.58,14.50
6802,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.60
6848,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.60
6889,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.60
6931,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.60
6964,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.60
7013,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.60
7053,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.60
7088,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.57,1.58,14.60
7136,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
7173,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.62,1.58,14.60
7217,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
7255,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
7299,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.57,1.58,14.50
7337,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
7376,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
7418,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
7464,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
7505,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
7545,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.50,1.58,14.60
7587,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
7628,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
7665,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
7710,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
7750,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.60
7790,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.46,1.58,14.60
7832,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.46,1.58,14.50
7874,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
7937,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
7954,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
7991,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
8037,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.54,1.58,14.50
8078,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
8118,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.54,1.58,14.50
8160,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.54,1.58,14.50
8201,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.54,1.58,14.50
8243,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
8283,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.50,1.58,14.50
8316,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.58,14.50
8365,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.46,1.58,14.50
8406,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.46,1.58,14.50
8445,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
8483,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
8529,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
8567,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.58,14.50
8610,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.58,14.50
8650,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.50,1.58,14.50
8690,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
8734,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
8775,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.58,14.50
8816,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.50
8857,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.56,14.50
8900,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
8941,-6.25,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
8982,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.56,14.50
9016,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.37,1.56,14.50
9062,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.37,1.56,14.50
9101,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.50
9137,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.50
9185,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.56,14.50
9220,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
9266,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
9301,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.50
9349,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
9390,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.50
9433,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.56,14.50
9471,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.41,1.56,14.50
9511,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.50
9552,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
9592,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
9636,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
9677,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
9718,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.60
9753,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.60
9797,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.50
9842,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
9882,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
9924,-6.25,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
9964,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.50
10003,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
10043,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
10083,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.33,1.56,14.50
10129,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.33,1.56,14.50
10163,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
10210,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
10251,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
10286,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.24,1.56,14.50
10334,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
10375,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
10415,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
10456,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
10495,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.37,1.56,14.50
10538,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
10575,-7.81,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.50
10620,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.29,1.56,14.50
10661,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.21,1.56,14.50
10702,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.21,1.56,14.40
10743,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.40
10778,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.40
10823,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.29,1.56,14.50
10861,-7.81,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
10904,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
10942,-7.81,0.00,14.13,8,0.00,0.00,16,88,7.29,1.56,14.50
10988,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
11032,-7.81,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
11072,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
11113,-7.81,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.50
11155,-7.81,0.00,14.13,8,0.00,0.00,16,88,7.33,1.56,14.50
11188,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11236,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11276,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
11317,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.21,1.56,14.50
11359,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.21,1.56,14.50
11400,-7.81,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11441,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11483,-7.81,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11524,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.60
11557,-7.81,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.60
11604,-7.81,0.00,14.13,8,0.00,0.00,16,88,7.29,1.56,14.60
11633,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
11686,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
11728,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11763,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11809,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
11854,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.24,1.56,14.50
11879,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.24,1.56,14.50
11932,-7.81,0.00,14.36,8,0.00,0.00,16,88,7.21,1.56,14.60
11973,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.21,1.56,14.60
12012,-7.81,0.00,14.36,8,0.00,0.00,16,88,7.21,1.56,14.50
12056,-7.03,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
12086,-7.81,0.00,14.13,8,0.00,0.00,16,88,7.24,1.56,14.50
12137,-7.81,0.00,14.24,8,0.00,0.00,16,88,7.33,1.56,14.60
12172,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.60
12219,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.60
12260,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.24,1.56,14.60
12297,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
12343,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.29,1.56,14.50
12384,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
12424,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
12461,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.29,1.56,14.50
12507,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.60
12541,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.58,14.60
12589,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.37,1.58,14.60
12630,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.41,1.56,14.60
12671,-7.81,0.00,14.47,8,0.00,0.00,16,88,7.41,1.56,14.60
12712,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.60
12746,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.58,14.60
12794,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.46,1.58,14.60
12828,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.60
12876,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.60
12910,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.37,1.56,14.60
12958,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.58,14.60
13000,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.58,14.60
13039,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.56,14.60
13078,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.41,1.58,14.60
13120,-7.03,0.00,14.47,8,0.00,0.00,16,88,7.46,1.58,14.70
13159,-6.25,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.70
13205,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.33,1.56,14.60
13239,-7.03,0.00,14.24,8,0.00,0.00,16,88,7.37,1.56,14.60
13285,-7.03,0.00,14.36,8,0.00,0.00,16,88,7.41,1.58,14.60
