Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
800,2.34,-2.34,14.24,8,0.27,1246,0.00,0.00,14.59,16,10.59,12.00,4.79,5.69,1.44,0.64,14.50
862,1.56,-2.34,14.36,8,0.27,1247,0.00,0.00,14.59,16,10.59,11.50,4.79,5.65,1.44,0.64,14.50
925,1.56,-2.34,14.36,8,0.27,1236,0.00,0.00,14.59,16,10.59,13.00,4.79,5.63,1.44,0.64,14.50
986,2.34,-2.34,14.36,8,0.28,1223,0.00,0.00,14.59,16,10.59,14.00,4.79,5.63,1.44,0.64,14.50
1047,1.56,-4.69,14.36,8,0.28,1222,0.00,0.00,14.59,16,10.59,14.00,4.79,5.63,1.44,0.64,14.40
1109,1.56,-4.69,14.36,8,0.28,1216,0.00,0.00,14.59,16,10.59,14.00,4.79,5.63,1.44,0.64,14.40
1171,2.34,-4.69,14.36,8,0.28,1216,0.00,0.00,14.59,16,10.59,14.00,4.79,5.59,1.44,0.64,14.40
1232,1.56,-4.69,14.36,8,0.27,1218,0.00,0.00,14.59,16,10.59,13.50,4.79,5.56,1.44,0.64,14.50
1293,2.34,-4.69,14.36,8,0.27,1205,0.00,0.00,14.59,16,10.59,14.50,4.79,5.49,1.44,0.64,14.50
1355,2.34,-4.69,14.36,8,0.27,1212,0.00,0.00,14.59,16,10.59,13.00,4.79,5.43,1.42,0.64,14.50
1416,1.56,-4.69,14.36,8,0.27,1212,0.00,0.00,14.59,16,10.59,13.00,4.79,5.43,1.42,0.64,14.50
1478,2.34,-4.69,14.47,8,0.27,1212,0.00,0.00,14.59,16,10.59,13.00,4.79,5.32,1.42,0.64,14.50
1540,1.56,-4.69,14.36,8,0.27,1202,0.00,0.00,14.59,16,10.59,14.00,4.79,5.30,1.42,0.64,14.50
1601,1.56,-4.69,14.36,8,0.27,1198,0.00,0.00,14.59,16,10.59,15.00,4.79,5.30,1.40,0.64,14.50
1663,2.34,-4.69,14.47,8,0.27,1194,0.00,0.00,14.59,16,10.59,14.00,4.79,5.30,1.42,0.64,14.50
1725,2.34,-4.69,14.47,8,0.27,1177,0.00,0.00,14.59,16,10.59,15.50,4.79,5.30,1.40,0.64,14.50
1787,2.34,-4.69,14.47,8,0.27,1168,0.00,0.00,14.59,16,10.59,16.50,4.79,5.30,1.42,0.64,14.50
1848,2.34,-4.69,14.47,8,0.27,1176,0.00,0.00,14.59,16,10.59,15.00,4.79,5.32,1.42,0.64,14.50
1909,2.34,-4.69,14.47,8,0.27,1174,0.00,0.00,14.59,16,10.59,14.50,4.93,5.36,1.42,0.64,14.50
1971,2.34,-4.69,14.47,8,0.27,1172,0.00,0.00,14.59,16,10.59,14.50,4.93,5.30,1.40,0.64,14.50
2032,2.34,-4.69,14.59,8,0.27,1177,0.00,0.00,14.59,16,10.59,14.00,4.93,5.19,1.40,0.64,14.50
2094,2.34,-4.69,14.47,8,0.27,1169,0.00,0.00,14.59,16,10.59,14.00,4.79,5.17,1.40,0.64,14.50
2155,2.34,-4.69,14.47,8,0.27,1146,0.00,0.00,14.59,16,10.23,16.00,4.93,5.17,1.40,0.64,14.60
2217,2.34,-4.69,14.47,8,0.27,1142,0.00,0.00,14.59,16,10.23,16.00,4.93,5.23,1.42,0.64,14.60
2279,2.34,-4.69,14.47,8,0.28,1146,0.00,0.00,14.59,16,10.23,15.00,4.93,5.32,1.42,0.64,14.60
2340,2.34,-4.69,14.47,8,0.28,1146,0.00,0.00,14.59,16,10.23,14.50,5.08,5.32,1.40,0.64,14.60
2401,2.34,-4.69,14.47,8,0.28,1138,0.00,0.00,14.59,16,10.23,15.00,5.08,5.26,1.42,0.64,14.60
2464,1.56,-4.69,14.47,8,0.27,1138,0.00,0.00,14.59,16,10.23,15.00,5.08,5.30,1.40,0.64,14.50
2525,2.34,-3.91,14.47,8,0.28,1136,0.00,0.00,14.59,16,10.23,15.00,5.08,5.26,1.42,0.64,14.60
2587,1.56,-3.91,14.36,8,0.28,1144,0.00,0.00,14.59,16,10.23,14.50,5.08,5.30,1.40,0.64,14.60
2648,1.56,-3.91,14.36,8,0.25,1133,0.00,0.00,14.59,16,10.23,14.50,5.08,5.30,1.42,0.64,14.50
2709,2.34,-3.91,14.36,8,0.28,1134,0.00,0.00,14.59,16,10.23,13.50,5.08,5.36,1.42,0.64,14.50
2771,2.34,-3.91,14.47,8,0.28,1147,0.00,0.00,14.59,16,10.23,12.50,5.08,5.36,1.42,0.64,14.50
2832,2.34,-3.12,14.47,8,0.28,1144,0.00,0.00,14.59,16,10.23,13.00,5.08,5.36,1.42,0.64,14.50
2894,2.34,-3.12,14.47,8,0.28,1138,0.00,0.00,14.59,16,10.23,13.00,5.08,5.36,1.42,0.64,14.50
2956,2.34,-3.12,14.47,8,0.29,1144,0.00,0.00,14.59,16,10.23,12.00,5.22,5.40,1.42,0.64,14.50
3018,2.34,-3.12,14.47,8,0.29,1136,0.00,0.00,14.59,16,10.23,13.00,5.22,5.43,1.42,0.64,14.50
3079,2.34,-3.12,14.59,8,0.29,1131,0.00,0.00,14.59,16,10.23,13.00,5.22,5.43,1.42,0.64,14.50
3141,2.34,-3.12,14.47,8,0.29,1140,0.00,0.00,14.59,16,10.23,11.50,5.22,5.49,1.42,0.64,14.60
3202,2.34,-3.12,14.47,8,0.29,1145,0.00,0.00,14.59,16,10.23,11.50,5.22,5.49,1.42,0.64,14.60
3264,2.34,-3.12,14.59,8,0.29,1134,0.00,0.00,14.59,16,10.23,12.50,5.37,5.49,1.42,0.64,14.60
3325,2.34,-2.34,14.59,8,0.29,1124,0.00,0.00,14.59,16,10.23,13.00,5.37,5.56,1.44,0.64,14.50
3387,2.34,-2.34,14.59,8,0.30,1130,0.00,0.00,14.59,16,10.23,12.00,5.37,5.59,1.44,0.64,14.50
3448,3.12,-2.34,14.70,8,0.30,1127,0.00,0.00,14.59,16,10.23,12.50,5.37,5.63,1.44,0.64,14.60
3511,2.34,-0.78,14.70,8,0.30,1127,0.00,0.00,14.59,16,10.23,12.50,5.37,5.69,1.44,0.64,14.60
3572,3.12,-0.78,14.70,8,0.29,1140,0.00,0.00,14.59,16,10.23,10.50,5.37,5.69,1.44,0.64,14.60
3634,2.34,-0.78,14.70,8,0.29,1148,0.00,0.00,14.59,16,10.23,10.00,5.37,5.69,1.44,0.64,14.60
3695,2.34,-0.78,14.59,8,0.29,1148,0.00,0.00,14.59,16,10.23,10.00,5.37,5.63,1.44,0.64,14.60
3756,3.12,-0.78,14.70,8,0.29,1154,0.00,0.00,14.59,16,10.23,9.50,5.37,5.63,1.44,0.64,14.70
3819,2.34,-0.78,14.70,8,0.29,1146,0.00,0.00,14.59,16,10.23,10.50,5.37,5.63,1.44,0.64,14.60
3880,3.12,-0.78,14.59,8,0.30,1136,0.00,0.00,14.59,16,10.23,11.50,5.37,5.63,1.44,0.64,14.60
3941,2.34,-0.78,14.59,8,0.30,1146,0.00,0.00,14.59,16,10.23,10.50,5.37,5.65,1.44,0.64,14.60
4003,2.34,-0.78,14.47,8,0.30,1150,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.60
4064,2.34,-0.78,14.47,8,0.30,1135,0.00,0.00,14.59,16,10.23,11.50,5.37,5.72,1.44,0.64,14.60
4126,2.34,-0.78,14.47,8,0.30,1144,0.00,0.00,14.59,16,10.23,10.50,5.37,5.72,1.44,0.64,14.60
4188,2.34,-0.78,14.36,8,0.30,1156,0.00,0.00,14.59,16,10.23,9.00,5.37,5.76,1.44,0.64,14.60
4250,2.34,-0.78,14.36,8,0.30,1163,0.00,0.00,14.59,16,10.23,8.00,5.37,5.76,1.44,0.64,14.50
4311,2.34,-0.78,14.36,8,0.29,1164,0.00,0.00,14.59,16,10.23,8.50,5.37,5.76,1.44,0.64,14.50
4372,2.34,-0.78,14.36,8,0.29,1157,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.60
4434,2.34,-0.78,14.36,8,0.29,1163,0.00,0.00,14.59,16,10.23,9.00,5.37,5.69,1.44,0.64,14.50
4495,2.34,-0.78,14.47,8,0.30,1163,0.00,0.00,14.59,16,10.23,9.00,5.37,5.69,1.44,0.64,14.50
4558,2.34,-0.78,14.36,8,0.30,1146,0.00,0.00,14.59,16,10.23,10.00,5.37,5.76,1.44,0.64,14.50
4619,2.34,-0.78,14.36,8,0.29,1146,0.00,0.00,14.59,16,10.23,10.50,5.37,5.76,1.44,0.64,14.50
4681,2.34,-0.78,14.47,8,0.30,1164,0.00,0.00,14.59,16,10.23,9.00,5.37,5.72,1.44,0.64,14.50
4742,2.34,-0.78,14.36,8,0.29,1156,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.60
4804,2.34,-0.78,14.36,8,0.30,1147,0.00,0.00,14.59,16,10.23,10.50,5.37,5.69,1.44,0.64,14.60
4865,2.34,-0.78,14.47,8,0.30,1155,0.00,0.00,14.59,16,10.23,10.00,5.37,5.76,1.44,0.64,14.60
4928,2.34,-0.78,14.36,8,0.30,1162,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.50
4989,2.34,-0.78,14.47,8,0.30,1159,0.00,0.00,14.59,16,10.23,9.50,5.37,5.72,1.44,0.64,14.50
5051,2.34,-0.78,14.47,8,0.30,1153,0.00,0.00,14.59,16,10.23,10.50,5.37,5.76,1.44,0.64,14.50
5113,2.34,-0.78,14.36,8,0.29,1150,0.00,0.00,14.59,16,10.23,10.50,5.37,5.72,1.44,0.64,14.50
5174,2.34,-0.78,14.36,8,0.29,1176,0.00,0.00,14.59,16,10.59,8.00,5.37,5.76,1.44,0.64,14.50
5235,2.34,-0.78,14.36,8,0.29,1178,0.00,0.00,14.59,16,10.59,8.00,5.37,5.65,1.44,0.64,14.50
5297,2.34,-0.78,14.36,8,0.29,1164,0.00,0.00,14.59,16,10.23,9.50,5.37,5.63,1.44,0.64,14.50
5358,2.34,-0.78,14.47,8,0.30,1166,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.50
5420,2.34,-0.78,14.47,8,0.30,1158,0.00,0.00,14.59,16,10.23,10.50,5.37,5.69,1.44,0.64,14.50
5482,2.34,-0.78,14.47,8,0.30,1143,0.00,0.00,14.59,16,10.23,10.50,5.37,5.76,1.44,0.64,14.50
5543,2.34,-0.78,14.59,8,0.30,1140,0.00,0.00,14.59,16,10.23,12.00,5.37,5.79,1.44,0.64,14.50
5605,2.34,-0.78,14.47,8,0.30,1140,0.00,0.00,14.59,16,10.23,12.00,5.37,5.76,1.44,0.64,14.50
5667,2.34,-0.78,14.47,8,0.30,1165,0.00,0.00,14.59,16,10.23,10.50,5.37,5.76,1.44,0.64,14.60
5728,2.34,-0.78,14.47,8,0.29,1169,0.00,0.00,14.59,16,10.59,9.50,5.37,5.76,1.44,0.64,14.60
5790,2.34,-0.78,14.47,8,0.29,1170,0.00,0.00,14.59,16,10.59,9.50,5.37,5.63,1.44,0.64,14.60
5851,2.34,-0.78,14.47,8,0.29,1158,0.00,0.00,14.59,16,10.59,10.50,5.37,5.69,1.44,0.64,14.50
5913,2.34,-0.78,14.47,8,0.29,1170,0.00,0.00,14.59,16,10.23,9.50,5.37,5.69,1.44,0.64,14.60
5974,2.34,-0.78,14.36,8,0.29,1168,0.00,0.00,14.59,16,10.23,9.50,5.37,5.73,1.44,0.64,14.60
6036,2.34,-0.78,14.36,8,0.30,1158,0.00,0.00,14.59,16,10.23,10.50,5.37,5.76,1.44,0.64,14.50
6098,2.34,-0.78,14.36,8,0.30,1151,0.00,0.00,14.59,16,10.23,11.50,5.37,5.76,1.44,0.64,14.50
6159,2.34,-0.78,14.36,8,0.30,1164,0.00,0.00,14.59,16,10.23,9.50,5.37,5.73,1.44,0.64,14.40
6221,2.34,-0.78,14.36,8,0.29,1170,0.00,0.00,14.59,16,10.23,9.50,5.37,5.76,1.44,0.64,14.50
6283,2.34,-0.78,14.47,8,0.29,1168,0.00,0.00,14.59,16,10.59,10.00,5.37,5.72,1.44,0.64,14.50
6344,2.34,-0.78,14.36,8,0.29,1175,0.00,0.00,14.59,16,10.59,10.50,5.37,5.69,1.44,0.64,14.50
6405,1.56,-0.78,14.47,8,0.29,1181,0.00,0.00,14.59,16,10.59,8.50,5.37,5.72,1.44,0.64,14.50
6467,1.56,-0.78,14.36,8,0.29,1158,0.00,0.00,14.59,16,10.23,11.00,5.37,5.65,1.44,0.64,14.40
6528,1.56,-0.78,14.24,8,0.29,1158,0.00,0.00,14.59,16,10.23,10.50,5.37,5.69,1.44,0.64,14.50
6590,1.56,-0.78,14.36,8,0.29,1158,0.00,0.00,14.59,16,10.23,10.50,5.37,5.72,1.44,0.64,14.50
6652,1.56,-0.78,14.36,8,0.29,1173,0.00,0.00,14.59,16,10.59,9.50,5.37,5.72,1.44,0.64,14.50
6713,1.56,-0.78,14.36,8,0.29,1176,0.00,0.00,14.59,16,10.59,9.50,5.22,5.72,1.44,0.64,14.40
6775,2.34,-0.78,14.36,8,0.28,1178,0.00,0.00,14.59,16,10.59,9.50,5.22,5.69,1.44,0.64,14.40
6836,1.56,-0.78,14.47,8,0.28,1190,0.00,0.00,14.59,16,10.59,8.50,5.22,5.63,1.44,0.64,14.50
6898,1.56,-0.78,14.36,8,0.29,1179,0.00,0.00,14.59,16,10.59,9.50,5.22,5.63,1.44,0.64,14.50
6960,2.34,-0.78,14.36,8,0.29,1166,0.00,0.00,14.59,16,10.59,10.50,5.22,5.63,1.44,0.64,14.50
7021,1.56,-0.78,14.47,8,0.30,1172,0.00,0.00,14.59,16,10.59,10.50,5.22,5.69,1.44,0.64,14.50
