Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1911,0.00,0.00,25.72,10,0.21,1965,0.00,0.00,13.70,16,11.99,11.50,91,4.21,-10.44,6.52,1.52,0.00,0.64,20.90
1981,0.00,0.00,25.27,10,0.24,1723,0.00,0.00,13.40,16,11.99,11.50,91,4.35,-10.38,6.76,1.54,0.00,0.64,20.90
2053,0.00,0.00,24.35,10,0.26,1588,0.00,0.00,14.70,16,11.99,11.50,91,4.35,-10.25,6.88,1.52,0.00,0.64,24.50
2123,0.00,0.00,24.00,10,0.28,1489,0.00,0.00,14.70,16,11.29,11.50,91,4.64,-10.04,6.73,1.52,0.00,0.64,31.20
2194,0.00,0.00,23.77,10,0.28,1363,0.00,0.00,14.70,16,10.94,19.00,91,4.79,-9.84,6.44,1.50,0.39,0.66,31.20
2265,0.00,0.00,24.00,10,0.36,1241,0.00,0.00,13.66,16,10.59,18.50,91,4.93,-9.59,6.20,1.52,1.18,0.70,36.70
2336,0.00,0.00,23.77,10,0.37,1178,0.00,0.00,12.78,16,11.64,10.50,91,5.80,-8.97,7.34,1.58,2.75,0.74,55.40
2406,0.00,0.00,23.77,10,0.37,1202,0.00,0.00,14.69,16,13.75,11.50,91,6.09,-8.62,7.84,1.58,3.14,0.74,81.40
2477,0.00,0.00,24.00,10,0.38,1270,0.00,0.00,14.68,16,15.86,13.50,91,6.38,-8.43,8.56,1.64,3.92,0.76,81.40
2548,0.00,0.00,24.00,10,0.40,1332,0.00,0.00,14.68,16,19.02,15.50,91,6.53,-8.24,9.40,1.68,4.31,0.78,91.90
2619,0.00,2.34,23.77,10,0.41,1405,0.00,0.00,14.67,16,23.24,19.00,91,6.82,-7.89,10.28,1.74,5.10,0.82,69.50
2689,0.00,2.34,23.43,10,0.40,1491,0.00,0.00,14.68,16,29.57,23.00,91,6.96,-7.70,10.74,1.76,5.10,0.82,69.50
2760,0.00,2.34,16.19,10,0.39,1612,0.00,0.00,14.68,16,32.03,32.00,91,6.96,-7.73,11.05,1.78,5.10,0.82,24.60
2831,-0.78,2.34,15.04,8,0.37,1722,0.00,0.00,14.69,16,33.09,32.50,91,6.82,-7.89,11.09,1.78,5.49,0.82,17.10
2902,-0.78,2.34,14.93,8,0.37,1820,0.00,0.00,14.69,16,33.44,33.00,91,6.67,-7.97,11.19,1.78,5.49,0.82,15.70
2972,0.78,2.34,14.93,8,0.37,1830,0.00,0.00,14.69,16,33.44,33.50,91,6.67,-8.04,11.39,1.78,5.49,0.82,15.70
3043,1.56,2.34,15.16,8,0.39,1812,0.00,0.00,14.69,16,33.09,33.00,91,6.67,-8.02,11.40,1.78,5.49,0.82,15.40
3115,2.34,2.34,15.39,8,0.40,1764,0.00,0.00,14.69,16,32.03,32.50,91,6.67,-7.95,11.62,1.80,5.49,0.82,15.60
3185,2.34,2.34,15.39,8,0.44,1682,0.00,0.00,14.68,16,30.27,31.50,91,6.82,-7.83,11.68,1.80,5.88,0.84,15.60
3256,2.34,2.34,15.39,8,0.45,1605,0.00,0.00,14.68,16,29.92,29.50,91,7.25,-7.54,12.17,1.80,5.88,0.84,15.60
3326,1.56,2.34,15.16,8,0.44,1625,0.00,0.00,14.68,16,31.33,30.00,91,7.40,-7.33,12.35,1.82,5.88,0.84,15.50
3397,0.00,2.34,14.93,8,0.46,1688,0.00,0.00,14.68,16,30.98,31.00,91,7.55,-7.25,12.78,1.84,6.27,0.86,15.50
3467,-1.56,2.34,14.47,8,0.47,1659,0.00,0.00,14.67,16,30.98,30.50,91,7.69,-7.04,13.02,1.86,6.27,0.86,14.90
3539,-1.56,2.34,14.13,8,0.48,1656,0.00,0.00,14.67,16,32.03,30.00,91,7.84,-6.86,13.64,1.88,7.06,0.88,14.40
3609,-1.56,2.34,13.90,8,0.50,1692,0.00,0.00,14.67,16,31.68,31.50,91,7.98,-6.69,14.17,1.90,7.45,0.88,14.30
3680,-0.78,2.34,14.13,8,0.52,1690,0.00,0.00,14.66,16,31.68,31.00,91,8.27,-6.46,14.36,1.90,7.45,0.88,14.30
3751,-0.78,2.34,14.47,8,0.51,1725,0.00,0.00,14.67,16,33.09,32.50,91,8.42,-6.32,14.60,1.92,7.45,0.90,14.40
3821,-0.78,2.34,14.59,8,0.53,1738,0.00,0.00,14.67,16,32.73,33.00,91,8.42,-6.21,14.97,1.94,7.84,0.90,14.50
3892,-0.78,2.34,14.59,8,0.55,1718,0.00,0.00,14.11,16,33.09,32.50,91,8.56,-5.99,15.55,1.96,8.24,0.90,14.50
3963,0.00,2.34,14.70,8,0.54,1756,0.00,0.00,14.66,16,34.14,33.00,91,8.85,-5.86,15.99,1.96,8.24,0.92,14.60
4034,0.00,2.34,14.81,8,0.56,1772,0.00,0.00,14.66,16,34.14,34.00,91,8.85,-5.78,16.27,1.98,8.63,0.92,14.70
4104,0.00,2.34,14.70,8,0.56,1749,0.00,0.00,14.66,16,34.49,34.00,91,9.00,-5.61,16.56,1.98,8.63,0.92,14.70
4175,0.00,1.56,14.70,8,0.56,1778,0.00,0.00,14.66,16,35.20,34.00,91,9.14,-5.61,16.71,2.00,8.63,0.92,14.70
4246,0.00,1.56,14.70,8,0.57,1809,0.00,0.00,14.67,16,35.20,35.00,91,9.14,-5.55,17.00,2.00,8.63,0.94,14.60
4317,0.00,0.00,14.70,8,0.57,1796,0.00,0.00,14.66,16,35.90,35.00,91,9.14,-5.55,17.22,2.02,8.63,0.94,14.70
4386,0.00,0.00,14.70,8,0.56,1816,0.00,0.00,14.67,16,36.25,35.50,91,9.14,-5.53,17.30,2.00,8.63,0.94,14.70
4458,0.00,0.00,14.81,8,0.56,1846,0.00,0.00,14.68,16,36.25,36.00,91,9.14,-5.53,17.08,2.00,8.63,0.94,14.70
4529,0.00,0.00,14.81,8,0.56,1844,0.00,0.00,14.68,16,36.95,36.00,91,9.14,-5.53,17.15,2.00,8.63,0.94,14.70
4600,0.78,0.00,14.81,8,0.55,1854,0.00,0.00,14.68,16,37.30,36.50,91,9.14,-5.53,17.22,2.02,9.02,0.94,14.90
4670,0.78,0.00,14.93,8,0.55,1888,0.00,0.00,14.68,16,36.95,36.50,91,9.14,-5.53,17.22,2.00,9.02,0.94,14.90
4741,1.56,0.00,15.04,8,0.55,1908,0.00,0.00,14.68,16,37.66,37.00,91,9.14,-5.51,17.44,2.02,9.02,0.94,15.00
4812,1.56,0.00,15.04,8,0.54,1933,0.00,0.00,14.69,16,38.36,38.00,91,9.14,-5.55,17.37,2.02,9.02,0.94,15.00
4882,1.56,0.00,14.93,8,0.54,1938,0.00,0.00,14.69,16,38.01,38.00,91,9.14,-5.55,17.44,2.02,9.02,0.94,15.00
4953,1.56,0.00,14.93,8,0.55,1943,0.00,0.00,14.69,16,39.06,38.00,91,9.14,-5.53,17.74,2.02,9.02,0.94,14.90
5024,1.56,0.00,14.81,8,0.54,1966,0.00,0.00,14.69,16,39.41,39.00,91,9.14,-5.55,17.67,2.02,9.41,0.94,14.90
5095,1.56,0.00,14.81,8,0.54,1967,0.00,0.00,14.69,16,39.06,39.00,91,9.14,-5.55,17.68,2.02,9.02,0.94,14.90
5166,1.56,0.00,14.81,8,0.54,1973,0.00,0.00,14.69,16,39.77,39.00,91,9.14,-5.57,18.01,2.04,9.41,0.94,14.80
5236,1.56,0.00,14.70,8,0.54,2015,0.00,0.00,14.69,16,40.12,39.50,91,9.14,-5.59,18.28,2.04,9.41,0.94,14.70
5307,2.34,0.00,14.70,8,0.53,2016,0.00,0.00,14.69,16,40.12,40.00,91,9.14,-5.59,17.93,2.04,9.41,0.94,14.70
5377,2.34,0.00,14.70,8,0.54,2025,0.00,0.00,14.69,16,40.47,40.00,91,9.14,-5.61,18.10,2.04,9.41,0.96,14.70
5448,2.34,0.00,14.70,8,0.54,2042,0.00,0.00,14.69,16,40.47,40.00,91,9.14,-5.57,18.46,2.04,9.41,0.96,14.70
5520,2.34,0.00,14.70,8,0.55,2070,0.00,0.00,14.69,16,40.82,40.50,91,9.14,-5.55,18.72,2.06,9.41,0.96,14.70
5591,2.34,0.00,14.81,8,0.54,2090,0.00,0.00,14.69,16,41.17,41.00,91,9.14,-5.55,18.71,2.06,9.80,0.96,14.70
5661,2.34,0.00,14.70,8,0.56,2090,0.00,0.00,14.69,16,41.17,41.00,91,9.14,-5.53,19.07,2.06,9.80,0.96,14.80
5732,1.56,0.00,14.70,8,0.56,2094,0.00,0.00,14.69,16,41.52,41.00,91,9.14,-5.49,19.34,2.08,10.20,0.98,14.70
5803,1.56,0.00,14.59,8,0.56,2128,0.00,0.00,14.69,16,41.88,41.50,91,9.29,-5.47,19.34,2.08,10.20,0.98,14.70
5873,1.56,0.00,14.59,8,0.56,2126,0.00,0.00,14.69,16,41.88,41.50,91,9.29,-5.45,19.86,2.08,10.20,0.98,14.70
5944,2.34,0.00,14.59,8,0.57,2137,0.00,0.00,14.69,16,42.23,41.50,91,9.29,-5.45,19.95,2.08,10.20,0.98,14.70
6015,1.56,0.00,14.70,8,0.54,2170,0.00,0.00,14.69,16,42.23,42.00,91,9.29,-5.47,19.77,2.08,10.20,0.98,14.60
6085,1.56,0.00,14.59,8,0.56,2171,0.00,0.00,14.23,16,42.58,42.00,91,9.29,-5.47,20.61,2.10,10.20,0.98,14.60
6156,1.56,0.00,14.47,8,0.56,2189,0.00,0.00,14.69,16,42.93,42.00,91,9.29,-5.45,20.40,2.10,10.20,0.98,14.70
6227,1.56,0.00,14.47,8,0.56,2212,0.00,0.00,14.69,16,42.93,42.50,91,9.14,-5.51,20.61,2.10,10.20,0.98,14.70
6298,0.78,0.00,14.47,8,0.56,2207,0.00,0.00,14.69,16,43.28,43.00,91,9.29,-5.45,20.67,2.10,10.20,0.98,14.70
6368,1.56,0.00,14.59,8,0.55,2229,0.00,0.00,14.69,16,43.63,43.00,91,9.14,-5.51,20.68,2.10,10.20,0.98,14.70
6439,1.56,0.00,14.47,8,0.55,2263,0.00,0.00,14.69,16,43.63,43.50,91,9.14,-5.57,20.67,2.10,9.80,0.98,14.70
6510,1.56,0.00,14.59,8,0.55,2257,0.00,0.00,14.69,16,43.98,43.50,91,9.14,-5.61,20.81,2.10,9.80,0.98,14.70
6581,1.56,0.00,14.70,8,0.55,2296,0.00,0.00,14.70,16,43.98,43.50,91,9.00,-5.67,20.92,2.10,9.80,0.96,14.70
6651,1.56,0.00,14.70,8,0.55,2291,0.00,0.00,14.70,16,44.34,43.50,91,9.00,-5.70,20.92,2.12,9.80,0.96,14.90
6722,1.56,0.00,14.47,8,0.54,2309,0.00,0.00,14.70,16,44.69,44.00,91,9.00,-5.74,20.98,2.12,9.80,0.96,14.70
6793,1.56,0.00,14.59,8,0.54,2323,0.00,0.00,14.70,16,44.69,44.50,91,8.85,-5.74,21.05,2.12,9.80,0.96,14.70
6863,1.56,0.00,14.70,8,0.55,2346,0.00,0.00,14.70,16,44.69,45.00,91,9.00,-5.80,21.11,2.12,9.80,0.96,14.70
6934,1.56,0.00,14.59,8,0.53,2332,0.00,0.00,14.70,16,45.04,44.50,91,8.85,-5.78,21.05,2.12,9.41,0.96,14.80
7004,1.56,0.00,14.70,8,0.54,2371,0.00,0.00,14.70,16,45.39,45.00,91,8.85,-5.84,21.25,2.12,9.41,0.96,14.80
7076,1.56,0.00,14.70,8,0.54,2384,0.00,0.00,14.70,16,45.39,45.00,91,8.85,-5.84,21.44,2.12,9.41,0.96,14.80
7147,2.34,0.00,14.81,8,0.53,2375,0.00,0.00,14.70,16,45.74,45.50,91,8.85,-5.84,21.44,2.14,9.41,0.96,14.90
7218,2.34,0.00,14.81,8,0.54,2408,0.00,0.00,14.70,16,45.74,45.50,91,8.85,-5.90,21.69,2.14,9.41,0.96,15.00
7288,2.34,2.34,14.81,8,0.53,2415,0.00,0.00,14.70,16,45.39,45.00,91,8.71,-5.94,21.56,2.14,9.41,0.96,15.00
7359,2.34,2.34,14.81,8,0.53,2446,0.00,0.00,14.70,16,45.39,45.00,91,8.71,-6.01,21.56,2.14,9.41,0.96,14.90
7430,2.34,2.34,14.70,8,0.52,2447,0.00,0.00,14.70,16,45.04,45.00,91,8.71,-6.03,21.56,2.14,9.41,0.96,14.80
7500,1.56,2.34,14.59,8,0.52,2454,0.00,0.00,14.70,16,45.04,45.00,91,8.71,-6.11,21.75,2.14,9.41,0.96,14.70
7571,1.56,2.34,14.36,8,0.53,2482,0.00,0.00,14.70,16,45.04,45.00,91,8.56,-6.13,21.56,2.14,9.41,0.96,14.70
7643,2.34,2.34,14.47,8,0.52,2486,0.00,0.00,14.70,16,45.04,45.00,91,8.56,-6.21,21.69,2.14,9.41,0.96,14.70
7713,1.56,2.34,14.70,8,0.52,2493,0.00,0.00,14.70,16,45.04,45.00,91,8.42,-6.23,21.76,2.14,9.41,0.96,14.70
7784,1.56,2.34,14.47,8,0.52,2519,0.00,0.00,14.70,16,45.04,45.00,91,8.42,-6.27,21.89,2.16,9.41,0.96,14.70
7855,0.78,2.34,14.59,8,0.51,2534,0.00,0.00,14.70,16,44.69,45.00,91,8.42,-6.30,21.63,2.14,9.41,0.94,14.70
7925,1.56,2.34,14.59,8,0.52,2530,0.00,0.00,14.70,16,45.04,45.00,91,8.42,-6.32,21.82,2.14,9.41,0.96,14.70
7996,0.78,2.34,14.47,8,0.51,2537,0.00,0.00,14.70,16,44.69,45.00,91,8.42,-6.34,21.82,2.14,9.41,0.96,14.70
8067,1.56,2.34,14.59,8,0.51,2555,0.00,0.00,14.70,16,44.69,44.50,91,8.27,-6.40,21.82,2.16,9.41,0.96,14.60
8138,0.78,2.34,14.59,8,0.51,2583,0.00,0.00,14.70,16,44.69,44.50,91,8.27,-6.38,21.76,2.16,9.41,0.96,14.70
8208,1.56,2.34,14.59,8,0.51,2583,0.00,0.00,14.70,16,44.69,44.50,91,8.27,-6.42,22.08,2.16,9.41,0.96,14.60
8279,0.78,2.34,14.47,8,0.50,2598,0.00,0.00,14.70,16,44.69,44.50,90,8.27,-6.42,21.95,2.14,9.41,0.96,14.60
8350,0.78,2.34,14.59,8,0.50,2600,0.00,0.00,14.70,16,44.69,44.50,90,8.27,-6.48,21.95,2.14,9.02,0.96,14.70
8420,0.78,2.34,14.47,8,0.50,2621,0.00,0.00,14.70,16,44.69,44.50,90,8.27,-6.48,21.82,2.16,9.02,0.96,14.60
8492,0.78,2.34,14.59,8,0.50,2648,0.00,0.00,14.70,16,44.69,44.50,90,8.27,-6.50,22.33,2.16,9.02,0.94,14.60
8562,0.78,2.34,14.59,8,0.50,2650,0.00,0.00,14.70,16,44.69,44.00,90,8.13,-6.50,22.02,2.16,9.02,0.94,14.70
8633,0.00,2.34,14.59,8,0.50,2668,0.00,0.00,14.70,16,44.69,44.00,90,8.13,-6.54,22.13,2.16,9.02,0.96,14.60
8704,0.78,2.34,14.47,8,0.50,2678,0.00,0.00,14.70,16,44.34,44.50,90,8.13,-6.54,22.13,2.16,9.41,0.94,14.60
8774,0.00,2.34,14.59,8,0.50,2683,0.00,0.00,14.70,16,44.34,44.00,90,8.13,-6.52,22.26,2.16,9.02,0.94,14.60
8845,0.78,2.34,14.59,8,0.49,2682,0.00,0.00,14.70,16,44.34,44.00,90,8.13,-6.61,22.26,2.16,9.02,0.94,14.70
8916,0.78,2.34,14.70,8,0.49,2696,0.00,0.00,14.70,16,44.34,44.00,90,8.13,-6.61,22.20,2.16,9.02,0.94,14.70
8987,0.78,2.34,14.70,8,0.49,2698,0.00,0.00,14.70,16,44.34,44.00,90,8.13,-6.61,22.02,2.16,9.02,0.94,14.70
9057,0.78,2.34,14.70,8,0.49,2728,0.00,0.00,14.70,16,44.34,44.00,90,8.13,-6.63,22.26,2.16,9.02,0.94,14.70
9128,0.78,2.34,14.59,8,0.49,2727,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.65,22.20,2.16,9.02,0.94,14.70
9199,1.56,2.34,14.70,8,0.48,2749,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.71,22.08,2.16,9.02,0.94,14.70
9270,1.56,2.34,14.70,8,0.49,2761,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.71,22.45,2.16,9.02,0.94,14.70
9340,1.56,2.34,14.81,8,0.48,2763,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.71,22.32,2.16,9.02,0.94,14.90
9411,2.34,2.34,14.81,8,0.48,2781,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.73,22.39,2.18,9.02,0.94,15.20
9482,2.34,2.34,14.81,8,0.48,2784,0.00,0.00,14.70,16,44.34,44.00,90,7.98,-6.75,22.45,2.18,9.02,0.94,15.20
9553,2.34,2.34,14.81,8,0.48,2820,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.79,22.45,2.18,9.02,0.94,15.00
9623,2.34,2.34,14.81,8,0.47,2830,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.83,22.32,2.16,9.02,0.94,14.80
9694,2.34,2.34,14.81,8,0.47,2833,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.83,22.33,2.18,9.02,0.94,14.80
9765,1.56,2.34,14.59,8,0.48,2848,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.88,22.69,2.18,9.02,0.94,14.70
9836,2.34,2.34,14.59,8,0.47,2857,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.88,22.47,2.18,9.02,0.94,14.70
9907,1.56,2.34,14.70,8,0.46,2861,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.96,22.13,2.16,9.02,0.94,14.60
9977,0.78,2.34,14.47,8,0.47,2867,0.00,0.00,14.70,16,44.34,44.00,90,7.84,-6.96,22.60,2.16,9.02,0.94,14.60
10049,0.78,2.34,14.59,8,0.47,2874,0.00,0.00,14.70,16,44.34,44.00,90,7.69,-6.96,22.33,2.16,9.02,0.94,14.60
10119,0.78,2.34,14.47,8,0.46,2906,0.00,0.00,14.70,16,44.34,44.00,90,7.69,-7.00,22.33,2.18,9.02,0.94,14.60
10190,0.78,2.34,14.47,8,0.46,2918,0.00,0.00,14.70,16,44.34,44.00,90,7.69,-7.00,22.47,2.18,9.02,0.94,14.60
10261,0.00,2.34,14.59,8,0.46,2920,0.00,0.00,14.70,16,44.34,44.00,90,7.69,-7.06,22.69,2.18,9.02,0.94,14.60
10331,0.00,2.34,14.47,8,0.46,2919,0.00,0.00,14.70,16,44.34,44.00,90,7.69,-7.08,22.39,2.18,9.02,0.94,14.60
10403,0.00,2.34,14.36,8,0.45,2925,0.00,0.00,14.70,16,44.34,44.00,90,7.55,-7.10,22.39,2.16,9.02,0.94,14.50
10474,-0.78,2.34,14.47,8,0.45,2950,0.00,0.00,14.70,16,44.34,44.00,90,7.55,-7.12,22.13,2.16,9.02,0.94,14.50
10544,-0.78,2.34,14.36,8,0.44,2960,0.00,0.00,14.70,16,44.34,44.00,90,7.55,-7.19,22.01,2.14,8.63,0.94,14.60
10616,-0.78,2.34,14.59,8,0.43,2972,0.00,0.00,14.71,16,44.34,44.00,90,7.11,-7.64,19.70,2.06,6.27,0.86,14.60
10686,-2.34,2.34,14.24,8,0.36,2955,0.00,0.00,15.27,16,42.23,43.00,90,6.24,-8.62,14.59,1.86,1.96,0.74,14.60
10757,0.00,2.34,13.67,10,0.26,2950,0.00,0.00,15.74,16,33.79,36.00,90,4.93,-4.91,9.09,1.66,0.00,0.64,14.40
10827,0.00,2.34,12.98,10,0.21,2950,0.00,0.00,15.21,16,25.00,28.00,90,4.35,-10.42,8.60,1.64,0.00,0.64,13.90
10898,0.00,2.34,12.52,10,0.18,2883,0.00,0.00,14.70,16,19.02,23.50,90,4.06,-10.67,9.08,1.68,0.00,0.64,13.20
10969,0.00,2.34,12.29,10,0.22,2810,0.00,0.00,14.70,16,13.40,16.00,90,3.92,-10.81,9.94,1.72,0.00,0.64,13.20
11040,0.00,2.34,12.75,10,0.23,2685,0.00,0.00,14.70,16,11.99,11.50,90,3.92,-10.75,10.28,1.72,0.00,0.64,13.20
11111,0.00,2.34,14.13,10,0.23,2552,0.00,0.00,14.70,16,11.99,11.50,90,3.92,-10.71,10.07,1.72,0.00,0.64,13.30
11182,0.00,2.34,14.93,10,0.24,2451,0.00,0.00,14.70,16,11.99,11.50,90,4.06,-10.69,9.04,1.66,0.00,0.64,13.30
11252,0.00,2.34,16.42,10,0.23,2318,0.00,0.00,14.70,16,11.99,11.50,90,4.06,-10.64,8.18,1.64,0.00,0.64,14.50
11323,0.00,1.56,19.41,10,0.22,2206,0.00,0.00,14.70,16,11.99,11.50,90,4.06,-10.69,7.29,1.56,0.00,0.64,16.80
11394,0.00,1.56,23.54,10,0.23,2062,0.00,0.00,14.70,16,11.99,11.50,90,4.21,-10.60,7.37,1.56,0.00,0.64,16.80
11464,0.00,1.56,24.58,10,0.25,1952,0.00,0.00,13.80,16,11.99,11.50,90,4.21,-10.48,7.67,1.58,0.00,0.64,19.80
11536,0.00,0.00,24.00,10,0.27,1834,0.00,0.00,14.70,16,11.99,11.50,90,4.21,-10.44,7.71,1.58,0.00,0.66,23.60
11606,0.00,0.00,23.89,10,0.32,1708,0.00,0.00,13.43,16,12.34,11.50,90,4.50,-10.17,8.17,1.64,1.96,0.70,32.20
11677,0.00,0.00,24.00,10,0.35,1473,0.00,0.00,13.70,16,13.75,13.00,90,5.08,-9.69,8.34,1.62,3.14,0.76,32.20
11748,0.00,0.00,23.66,10,0.39,1441,0.00,0.00,13.46,16,15.86,15.00,90,5.66,-9.01,9.09,1.68,4.71,0.80,47.50
11818,0.00,0.00,23.77,10,0.39,1512,0.00,0.00,14.68,16,20.43,17.50,90,5.95,-8.55,9.84,1.70,4.71,0.80,78.30
11889,0.00,0.00,24.23,10,0.37,1636,0.00,0.00,14.69,16,25.35,21.00,90,6.38,-8.22,10.28,1.72,5.10,0.82,78.30
11960,0.00,0.00,23.66,10,0.38,1754,0.00,0.00,14.69,16,34.14,27.00,90,6.53,-8.08,11.15,1.80,5.88,0.84,96.00
12031,0.00,0.00,22.28,10,0.38,2002,0.00,0.00,14.69,16,38.01,35.50,90,6.67,-7.93,12.48,1.84,6.67,0.86,55.10
12102,0.00,0.00,17.00,10,0.40,2095,0.00,0.00,14.69,16,38.36,38.00,90,6.96,-7.81,13.76,1.86,7.06,0.88,17.60
12173,0.00,0.00,15.27,10,0.42,2051,0.00,0.00,14.68,16,38.01,38.00,90,7.11,-7.60,14.23,1.92,7.06,0.88,17.60
