##
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Manifold Absolute Pressure	Mass Airflow	Mass Airflow Sensor Voltage	Throttle Sensor Voltage	AEM UEGO Wideband
123899.000	0.0	0.0	11.6	10.0	1.07	2492.0	0.0	0.0	12.35	16.0	29.22	28.5	15.82	44.66	2.64	3.94	12.3
123961.000	0.0	0.0	11.71	10.0	1.08	2528.0	0.0	0.0	12.35	16.0	28.87	28.5	15.82	44.66	2.6	3.94	12.28
124023.000	0.0	0.0	11.6	10.0	1.07	2602.0	0.0	0.0	12.35	16.0	29.22	29.0	15.96	45.39	2.66	3.94	12.26
124084.000	0.0	0.0	11.6	10.0	1.07	2602.0	0.0	0.0	12.25	16.0	29.22	28.5	16.11	46.42	2.66	3.94	12.28
124145.000	0.0	0.0	11.71	10.0	1.09	2621.0	0.0	0.0	12.35	16.0	28.87	28.5	16.11	47.36	2.66	3.94	12.3
124207.000	0.0	0.0	11.83	10.0	1.08	2648.0	0.0	0.0	12.36	16.0	29.92	29.0	16.25	47.42	2.64	3.94	12.32
124269.000	0.0	0.0	11.71	10.0	1.11	2692.0	0.0	0.0	12.25	16.0	28.87	29.0	16.4	48.36	2.66	3.94	12.36
124331.000	0.0	0.0	11.83	10.0	1.12	2726.0	0.0	0.0	12.35	16.0	27.81	28.0	16.4	50.38	2.7	3.94	12.44
124392.000	0.0	0.0	11.83	10.0	1.12	2748.0	0.0	0.0	12.35	16.0	28.16	27.0	16.54	51.5	2.7	3.94	12.48
124454.000	0.0	0.0	11.71	10.0	1.15	2834.0	0.0	0.0	12.26	16.0	27.81	27.0	16.69	53.77	2.72	3.94	12.5
124516.000	0.0	0.0	11.83	10.0	1.17	2852.0	0.0	0.0	12.2	16.0	27.11	26.5	16.83	54.77	2.8	3.94	12.52
124577.000	0.0	0.0	11.71	10.0	1.18	2884.0	0.0	0.0	12.35	16.0	26.76	26.0	16.98	56.24	2.82	3.94	12.56
124638.000	0.0	0.0	11.83	10.0	1.2	2960.0	0.0	0.0	12.2	16.0	26.41	26.0	17.12	58.65	2.84	3.94	12.54
124700.000	0.0	0.0	11.83	10.0	1.21	2946.0	0.0	0.0	12.35	16.0	25.35	24.5	17.12	60.38	2.86	3.94	12.52
124762.000	0.0	0.0	11.71	10.0	1.23	2995.0	0.0	0.0	12.2	16.0	25.35	25.0	17.27	61.08	2.88	3.94	12.52
124824.000	0.0	0.0	11.71	10.0	1.23	3095.0	0.0	0.0	12.35	16.0	25.0	25.0	17.41	63.61	2.94	3.94	12.52
124885.000	0.0	0.0	11.71	10.0	1.26	3096.0	0.0	0.0	12.35	16.0	24.65	23.5	17.56	65.4	2.94	3.94	12.5
124947.000	0.0	0.0	11.71	10.0	1.27	3147.0	0.0	0.0	12.27	16.0	24.65	23.5	17.85	65.4	2.92	3.94	12.5
125009.000	0.0	0.0	11.71	10.0	1.29	3212.0	0.0	0.0	12.35	16.0	24.65	24.0	17.99	66.87	2.92	3.94	12.5
125070.000	0.0	0.0	11.6	10.0	1.31	3248.0	0.0	0.0	12.13	16.0	23.95	22.5	18.14	69.13	2.98	3.94	12.5
125132.000	0.0	0.0	11.71	10.0	1.32	3248.0	0.0	0.0	12.35	16.0	23.24	23.0	18.43	71.64	2.98	3.94	12.52
125193.000	0.0	0.0	11.71	10.0	1.34	3280.0	0.0	0.0	12.35	16.0	23.24	22.5	18.57	72.58	3.04	3.94	12.54
125255.000	0.0	0.0	11.6	10.0	1.36	3364.0	0.0	0.0	12.19	16.0	22.89	22.0	18.86	76.28	3.08	3.94	12.56
125317.000	0.0	0.0	11.6	10.0	1.39	3377.0	0.0	0.0	12.26	16.0	22.19	22.0	19.01	78.09	3.12	3.94	12.58
125378.000	0.0	0.0	11.6	10.0	1.4	3418.0	0.0	0.0	12.53	16.0	21.48	20.5	19.3	81.02	3.14	3.94	12.64
125440.000	0.0	0.0	11.48	10.0	1.44	3504.0	0.0	0.0	12.06	16.0	21.13	21.0	19.59	84.35	3.12	3.94	12.62
125501.000	0.0	0.0	11.6	10.0	1.49	3556.0	0.0	0.0	12.1	16.0	20.78	20.0	20.02	86.47	3.22	3.94	12.6
125564.000	0.0	0.0	11.6	10.0	1.52	3597.0	0.0	0.0	12.0	16.0	19.38	19.5	20.46	90.02	3.2	3.94	12.56
125625.000	0.0	0.0	11.48	10.0	1.59	3660.0	0.0	0.0	10.74	16.0	19.02	18.5	20.89	94.55	3.28	3.94	12.52
125688.000	0.0	0.0	11.37	10.0	1.66	3729.0	0.0	0.0	10.7	16.0	17.97	17.5	21.33	99.69	3.32	3.94	12.38
125749.000	0.0	0.0	11.25	10.0	1.7	3772.0	0.0	0.0	11.47	16.0	16.91	16.5	21.33	104.61	3.4	3.94	12.26
125811.000	0.0	0.0	11.25	10.0	1.73	3826.0	0.0	0.0	11.35	16.0	15.86	15.5	21.91	110.63	3.42	3.94	12.14
125873.000	0.0	0.0	11.25	10.0	1.8	3884.0	0.0	0.0	11.18	16.0	14.45	13.0	22.64	116.99	3.46	3.94	12.02
125934.000	0.0	0.0	11.14	10.0	1.86	3949.0	0.0	0.0	11.05	16.0	13.4	12.0	23.36	122.69	3.52	3.94	11.86
125995.000	0.0	0.0	11.14	10.0	1.93	4008.0	0.0	0.0	11.06	16.0	11.99	11.0	24.23	129.18	3.58	3.94	11.76
126057.000	0.0	0.0	11.14	10.0	2.0	4056.0	0.0	0.0	10.92	16.0	11.64	10.5	25.1	129.18	3.62	3.94	11.68
126119.000	0.0	0.0	11.14	10.0	2.05	4134.0	0.0	0.0	10.75	16.0	10.94	10.5	25.97	136.74	3.68	3.94	11.6
126180.000	0.0	0.0	11.14	10.0	2.12	4134.0	0.0	0.0	11.72	16.0	10.23	9.5	26.99	142.5	3.68	3.94	11.55
126243.000	0.0	0.0	11.14	10.0	2.2	4194.0	0.0	0.0	10.63	16.0	10.59	10.0	28.0	150.89	3.76	3.94	11.53
287575.000	0.0	0.0	13.09	10.0	1.02	2978.0	0.0	0.0	12.3	16.0	33.09	33.0	14.65	50.38	2.72	3.96	12.7
287637.000	0.0	0.0	12.63	10.0	1.04	3054.0	0.0	0.0	12.06	16.0	33.79	31.5	14.8	50.38	2.78	3.96	12.57
287698.000	0.0	0.0	11.14	10.0	1.09	3054.0	0.0	0.0	12.18	16.0	31.33	29.5	14.95	53.47	2.78	3.96	12.5
287760.000	0.0	0.0	11.48	10.0	1.08	3002.0	0.0	0.0	12.31	16.0	30.98	30.5	15.24	54.6	2.72	3.96	12.28
287821.000	0.0	0.0	11.6	10.0	1.1	3089.0	0.0	0.0	12.14	16.0	31.33	29.5	15.38	55.46	2.8	3.96	12.06
287883.000	0.0	0.0	11.48	10.0	1.14	3176.0	0.0	0.0	12.3	16.0	29.22	29.5	15.67	58.83	2.86	3.96	12.24
287945.000	0.0	0.0	11.6	10.0	1.15	3151.0	0.0	0.0	12.31	16.0	28.52	28.0	15.96	60.55	2.88	3.96	12.26
288007.000	0.0	0.0	11.48	10.0	1.17	3245.0	0.0	0.0	12.31	16.0	28.87	28.5	16.25	62.55	2.9	3.96	12.28
288068.000	0.0	0.0	11.37	10.0	1.21	3292.0	0.0	0.0	12.31	16.0	27.46	27.0	16.54	65.25	2.94	3.96	12.24
288130.000	0.0	0.0	11.48	10.0	1.23	3321.0	0.0	0.0	12.31	16.0	27.11	26.5	16.83	66.71	2.98	3.96	12.26
288192.000	0.0	0.0	11.37	10.0	1.24	3384.0	0.0	0.0	12.22	16.0	27.46	26.5	17.27	68.74	2.96	3.96	12.3
288254.000	0.0	0.0	11.37	10.0	1.27	3434.0	0.0	0.0	12.22	16.0	25.7	25.0	17.56	73.0	3.04	3.96	12.3
288315.000	0.0	0.0	11.37	10.0	1.29	3446.0	0.0	0.0	12.44	16.0	24.65	23.5	17.56	75.13	3.04	3.96	12.3
288377.000	0.0	0.0	11.37	10.0	1.32	3542.0	0.0	0.0	12.32	16.0	24.65	23.5	17.85	77.69	3.12	3.96	12.36
288438.000	0.0	0.0	11.48	10.0	1.39	3618.0	0.0	0.0	12.22	16.0	22.89	22.0	18.14	83.52	3.16	3.96	12.36
288500.000	0.0	0.0	11.48	10.0	1.41	3650.0	0.0	0.0	12.39	16.0	22.19	21.0	18.57	86.01	3.14	3.96	12.36
288562.000	0.0	0.0	11.48	10.0	1.44	3705.0	0.0	0.0	12.0	16.0	21.48	20.0	19.01	90.69	3.2	3.96	12.34
288623.000	0.0	0.0	11.37	10.0	1.51	3767.0	0.0	0.0	11.88	16.0	20.78	19.5	19.59	90.69	3.28	3.96	12.32
288685.000	0.0	0.0	11.48	10.0	1.59	3794.0	0.0	0.0	10.77	16.0	19.38	18.0	20.02	94.73	3.26	3.96	12.26
288747.000	0.0	0.0	11.25	10.0	1.6	3794.0	0.0	0.0	11.51	16.0	19.02	17.5	20.75	99.19	3.26	3.96	12.16
288808.000	0.0	0.0	11.14	10.0	1.68	3880.0	0.0	0.0	11.33	16.0	17.27	15.5	21.47	104.35	3.34	3.96	12.06
288870.000	0.0	0.0	11.14	10.0	1.74	3935.0	0.0	0.0	11.28	16.0	15.86	14.0	22.2	110.64	3.42	3.96	11.98
288931.000	0.0	0.0	11.02	10.0	1.78	3994.0	0.0	0.0	11.11	16.0	14.45	14.0	22.93	115.64	3.44	3.96	11.9
288993.000	0.0	0.0	11.02	10.0	1.84	4058.0	0.0	0.0	11.04	16.0	14.1	13.0	23.8	123.91	3.52	3.96	11.84
289054.000	0.0	0.0	11.02	10.0	1.94	4139.0	0.0	0.0	10.91	16.0	12.34	11.5	24.96	130.15	3.56	3.96	11.78
289115.000	0.0	0.0	11.14	10.0	1.99	4155.0	0.0	0.0	10.92	16.0	11.64	10.5	25.97	137.71	3.62	3.96	11.72
289178.000	0.0	0.0	11.14	10.0	2.06	4290.0	0.0	0.0	11.7	16.0	11.64	10.5	27.13	146.84	3.78	3.96	11.62
289240.000	0.0	0.0	11.14	10.0	2.18	4340.0	0.0	0.0	10.57	16.0	10.59	9.5	28.29	157.37	3.78	3.96	11.64
289301.000	0.0	0.0	11.14	10.0	2.26	4396.0	0.0	0.0	10.62	16.0	10.94	10.0	29.45	165.02	3.86	3.96	11.66
289362.000	0.0	0.0	11.14	10.0	2.34	4504.0	0.0	0.0	10.48	16.0	11.29	10.5	29.45	177.44	3.94	3.96	11.72
289424.000	0.0	0.0	11.14	10.0	2.38	4632.0	0.0	0.0	11.71	16.0	11.64	10.5	30.62	185.05	4.0	3.96	11.78
289486.000	0.0	0.0	11.14	10.0	2.42	4810.0	0.0	0.0	10.65	16.0	11.99	11.0	31.78	193.93	4.04	3.96	11.9
289548.000	0.0	0.0	11.14	10.0	2.51	4789.0	0.0	0.0	9.89	16.0	11.99	11.0	32.65	193.93	4.08	3.96	11.92
289609.000	0.0	0.0	11.14	10.0	2.46	5074.0	0.0	0.0	10.44	16.0	12.34	11.5	33.52	196.26	4.16	3.96	11.94
289670.000	0.0	0.0	11.14	10.0	2.61	4836.0	0.0	0.0	10.54	16.0	11.99	11.0	33.66	208.7	4.16	3.96	11.94
289733.000	0.0	0.0	11.14	10.0	2.5	4836.0	0.0	0.0	10.62	16.0	11.99	11.5	34.39	206.35	4.16	3.96	11.98
289794.000	0.0	0.0	11.14	10.0	2.49	5102.0	0.0	0.0	10.29	16.0	12.7	11.5	34.39	205.57	4.14	3.96	12.02
289855.000	0.0	0.0	11.14	10.0	2.61	5241.0	0.0	0.0	10.41	16.0	12.7	11.5	34.1	219.37	4.22	3.96	12.02
289917.000	0.0	0.0	11.14	10.0	2.53	5194.0	0.0	0.0	10.2	16.0	12.7	11.5	34.39	217.31	4.2	3.96	12.02
289979.000	0.0	0.0	11.14	10.0	2.5	5384.0	0.0	0.0	10.23	16.0	13.05	12.0	34.1	222.29	4.26	3.96	11.98
290041.000	0.0	0.0	11.14	10.0	2.53	5458.0	0.0	0.0	10.16	16.0	13.4	12.5	34.1	228.11	4.3	3.96	11.96
290103.000	0.0	0.0	11.14	10.0	2.48	5510.0	0.0	0.0	10.16	16.0	13.4	13.0	34.1	230.24	4.3	3.96	11.94
290165.000	0.0	0.0	11.14	10.0	2.47	5664.0	0.0	0.0	10.27	16.0	13.75	13.0	34.1	230.24	4.34	3.96	11.86
290227.000	0.0	0.0	11.14	10.0	2.47	5664.0	0.0	0.0	10.16	16.0	13.75	13.0	34.1	236.85	4.34	3.96	11.8
290288.000	0.0	0.0	11.14	10.0	2.44	5742.0	0.0	0.0	10.17	16.0	13.75	13.0	33.95	241.29	4.34	3.96	11.8
290351.000	0.0	0.0	11.14	10.0	2.45	5850.0	0.0	0.0	10.27	16.0	14.1	13.0	33.95	239.51	4.34	3.96	11.76
290412.000	0.0	0.0	11.14	10.0	2.39	6029.0	0.0	0.0	10.28	16.0	14.1	13.0	33.52	239.51	4.36	3.96	11.72
290474.000	0.0	0.0	11.14	10.0	2.36	6029.0	0.0	0.0	10.33	16.0	14.1	13.0	32.94	239.07	4.36	3.96	11.76
290535.000	0.0	0.0	11.14	10.0	2.31	6183.0	0.0	0.0	10.44	16.0	14.45	13.5	32.21	239.51	4.34	3.96	11.76
290598.000	0.0	0.0	11.14	10.0	2.27	6193.0	0.0	0.0	10.31	16.0	14.45	14.0	32.21	239.51	4.3	3.96	11.76
290660.000	0.0	0.0	11.14	10.0	2.19	6193.0	0.0	0.0	10.52	16.0	14.8	14.0	31.34	232.43	4.3	3.96	11.72
290721.000	0.0	0.0	11.14	10.0	2.21	6302.0	0.0	0.0	10.3	16.0	14.8	14.0	30.33	232.42	4.32	3.96	11.68
290783.000	0.0	0.0	11.14	10.0	2.16	6302.0	0.0	0.0	10.3	16.0	15.16	14.0	30.33	232.42	4.32	3.96	11.68
290845.000	0.0	0.0	11.14	10.0	2.2	6454.0	0.0	0.0	10.34	16.0	15.16	14.0	30.04	227.27	4.28	3.96	11.64
290906.000	0.0	0.0	11.14	10.0	2.2	6556.0	0.0	0.0	10.29	16.0	15.16	14.0	30.04	240.39	4.34	3.96	11.6
290969.000	0.0	0.0	11.14	10.0	2.18	6556.0	0.0	0.0	10.29	16.0	15.16	14.0	30.62	240.39	4.34	3.96	11.6
291030.000	0.0	0.0	11.14	10.0	2.2	6631.0	0.0	0.0	10.42	16.0	15.16	14.0	31.05	242.18	4.36	3.96	11.6
291092.000	0.0	0.0	11.14	10.0	2.16	6631.0	0.0	0.0	10.21	16.0	15.16	14.0	31.05	242.18	4.36	3.96	11.56
291153.000	0.0	0.0	11.14	10.0	2.14	6781.0	0.0	0.0	10.22	16.0	15.16	14.0	31.49	243.5	4.36	3.96	11.54
291215.000	0.0	0.0	11.14	10.0	2.1	6781.0	0.0	0.0	10.09	16.0	15.51	14.0	31.49	243.5	4.36	3.96	11.52
291278.000	0.0	0.0	11.14	10.0	2.08	6919.0	0.0	0.0	10.25	16.0	15.86	14.0	31.34	237.73	4.34	3.96	11.52
291339.000	0.0	0.0	11.14	10.0	2.03	7016.0	0.0	0.0	10.23	16.0	17.27	15.5	31.34	237.73	4.32	3.96	11.5
291401.000	0.0	0.0	11.14	10.0	1.99	7016.0	0.0	0.0	10.36	16.0	16.56	15.5	30.91	237.74	4.32	3.96	11.47
MARK 000
