Time,Air/Fuel Correction #1 (%),Battery Voltage (V),Engine Load (g/cyl),Air/Fuel Learning #1 (%),Advance Multiplier,Vehicle Speed (KPH),Neutral Position Switch Signal (On/Off),Primary Wastegate Duty Cycle (%),Intake Air Temperature (B C),Manifold Absolute Pressure (Bar),Air Flow Sensor Voltage (V),Mass Air Flow (g/s),Knock Correction (B BTDC),Engine Speed (RPM),Ignition Timing (B BTDC),Throttle Opening Angle (%),Coolant Temperature (B C),Air/Fuel Sensor #1 (AFR),Air/Fuel Correction #3 (%),Knock Signal #1 (On/Off),Fuel Injector #1 Pulse Width (%),
8642, -4.69, 13.84, 0.58, -4.69, 16, 0, 1, 0, 41, 0.36, 1.4, 4.95, 0, 1023, 9.5, 0, 72, 14.7, 0, 0, 1.96,
8880, -5.47, 13.84, 0.6, -4.69, 16, 0, 1, 0, 41, 0.36, 1.4, 5.01, 0, 1006, 11, 0, 72, 14.47, 0, 0, 1.93,
Time,Air/Fuel Correction #1 (%),Battery Voltage (V),Engine Load (g/cyl),Air/Fuel Learning #1 (%),Advance Multiplier,Vehicle Speed (KPH),Neutral Position Switch Signal (On/Off),Primary Wastegate Duty Cycle (%),Intake Air Temperature (B C),Manifold Absolute Pressure (Bar),Air Flow Sensor Voltage (V),Mass Air Flow (g/s),Knock Correction (B BTDC),Engine Speed (RPM),Ignition Timing (B BTDC),Throttle Opening Angle (%),Coolant Temperature (B C),Air/Fuel Sensor #1 (AFR),Air/Fuel Correction #3 (%),Knock Signal #1 (On/Off),Fuel Injector #1 Pulse Width (%),
0, -5.47, 13.84, 0.57, -4.69, 16, 0, 1, 0, 41, 0.36, 1.4, 4.95, 0, 1032, 8, 0, 72, 14.36, 0, 0, 1.98,
238, -5.47, 13.68, 0.59, -4.69, 16, 0, 1, 0, 41, 0.36, 1.4, 4.91, 0, 1020, 9.5, 0, 72, 14.7, 0, 0, 1.96,
469, -7.03, 13.68, 0.57, -4.69, 16, 0, 1, 0, 41, 0.35, 1.4, 4.88, 0, 1024, 9.5, 0, 72, 14.36, 0, 0, 1.97,
716, -6.25, 13.76, 0.58, -4.69, 16, 0, 1, 0, 41, 0.36, 1.4, 4.95, 0, 1004, 11.5, 0, 72, 14.47, 0, 0, 1.93,
954, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 1024, 9.5, 0, 72, 14.7, 0, 0, 1.97,
1186, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.91, 0, 999, 11.5, 0, 72, 14.47, 0, 0, 1.92,
1433, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 1011, 10, 0, 72, 14.59, 0, 0, 1.94,
1671, -5.47, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 1007, 10, 0, 72, 14.59, 0, 0, 1.93,
1919, -5.47, 13.92, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 992, 11.5, 0, 72, 14.59, 0, 0, 1.91,
2157, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 994, 11, 0, 72, 14.59, 0, 0, 1.91,
2389, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 994, 10.5, 0, 72, 14.59, 0, 0, 1.91,
2636, -6.25, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 988, 10.5, 0, 72, 14.47, 0, 0, 1.9,
2874, -6.25, 13.68, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 996, 9.5, 0, 72, 14.59, 0, 0, 1.91,
3106, -6.25, 13.84, 0.6, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 992, 10.5, 0, 72, 14.59, 0, 0, 1.9,
3354, -6.25, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.37, 1.4, 4.95, 0, 995, 10, 0, 72, 14.47, 0, 0, 1.91,
3592, -5.47, 13.84, 0.6, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.91, 0, 1004, 9.5, 0, 72, 14.7, 0, 0, 1.93,
3824, -5.47, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 1010, 8.5, 0, 72, 14.7, 0, 0, 1.94,
4078, -6.25, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 998, 10, 0, 72, 14.36, 0, 0, 1.92,
4309, -7.03, 13.68, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 1016, 8, 0, 72, 14.47, 0, 0, 1.95,
4556, -6.25, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.91, 0, 994, 10.5, 0, 72, 14.36, 0, 0, 1.91,
4798, -6.25, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 991, 10.5, 0, 72, 14.36, 0, 0, 1.9,
5038, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 1000, 9.5, 0, 72, 14.59, 0, 0, 1.92,
5271, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 1001, 9.5, 0, 72, 14.7, 0, 0, 1.92,
5513, -6.25, 13.92, 0.59, -4.69, 16, 0, 1, 0, 42, 0.37, 1.4, 4.91, 0, 983, 11, 0, 72, 14.59, 0, 0, 1.89,
5755, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 1012, 8, 0, 72, 14.7, 0, 0, 1.94,
5997, -7.03, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.85, 0, 987, 10.5, 0, 72, 14.59, 0, 0, 1.9,
6237, -7.03, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 981, 11, 0, 72, 14.24, 0, 0, 1.88,
6470, -6.25, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 990, 10, 0, 72, 14.59, 0, 0, 1.9,
6711, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.37, 1.4, 4.85, 0, 1004, 8, 0, 72, 14.59, 0, 0, 1.93,
6943, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 987, 10.5, 0, 72, 14.47, 0, 0, 1.9,
7196, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 987, 10, 0, 72, 14.36, 0, 0, 1.9,
7428, -6.25, 13.6, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 989, 10, 0, 72, 14.59, 0, 0, 1.9,
7676, -6.25, 13.6, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 993, 9.5, 0, 73, 14.47, 0, 0, 1.91,
7914, -5.47, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 984, 10.5, 0, 73, 14.59, 0, 0, 1.89,
8146, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 996, 9.5, 0, 73, 14.7, 0, 0, 1.91,
8384, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 980, 9.5, 0, 73, 14.36, 0, 0, 1.88,
8631, -6.25, 13.92, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 988, 10, 0, 73, 14.24, 0, 0, 1.9,
8863, -6.25, 13.92, 0.58, -4.69, 16, 0, 1, 0, 42, 0.37, 1.38, 4.85, 0, 986, 10, 0, 73, 14.59, 0, 0, 1.89,
9116, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.37, 1.4, 4.85, 0, 983, 10, 0, 73, 14.7, 0, 0, 1.89,
9348, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 990, 9.5, 0, 73, 14.7, 0, 0, 1.9,
9585, -5.47, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 998, 9, 0, 73, 14.81, 0, 0, 1.92,
9833, -6.25, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.85, 0, 981, 10.5, 0, 73, 14.47, 0, 0, 1.88,
10064, -5.47, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 986, 10, 0, 73, 14.36, 0, 0, 1.89,
10302, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 987, 10, 0, 73, 14.7, 0, 0, 1.9,
10549, -6.25, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 991, 9.5, 0, 73, 14.47, 0, 0, 1.9,
10787, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 1003, 8, 0, 73, 14.24, 0, 0, 1.93,
11034, -6.25, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 976, 11.5, 0, 73, 14.7, 0, 0, 1.87,
11266, -6.25, 13.68, 0.6, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 984, 10.5, 0, 73, 14.59, 0, 0, 1.89,
11504, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.37, 1.38, 4.82, 0, 1002, 8, 0, 73, 14.81, 0, 0, 1.92,
11751, -5.47, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.88, 0, 996, 9, 0, 73, 14.81, 0, 0, 1.91,
11989, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 1000, 8.5, 0, 73, 14.81, 0, 0, 1.92,
12237, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 1007, 8, 0, 73, 14.81, 0, 0, 1.93,
12468, -4.69, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 992, 9.5, 0, 73, 14.81, 0, 0, 1.9,
12707, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 992, 10, 0, 73, 14.59, 0, 0, 1.9,
12954, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 1017, 7, 0, 73, 14.59, 0, 0, 1.95,
13192, -5.47, 13.6, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 994, 10, 0, 73, 14.7, 0, 0, 1.91,
13439, -5.47, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 999, 9.5, 0, 73, 14.59, 0, 0, 1.92,
13670, -5.47, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.88, 0, 1002, 9, 0, 73, 14.59, 0, 0, 1.92,
13908, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 996, 10, 0, 73, 14.7, 0, 0, 1.91,
14155, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 999, 9.5, 0, 73, 14.47, 0, 0, 1.92,
14393, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 1007, 8.5, 0, 73, 14.47, 0, 0, 1.93,
14640, -6.25, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 990, 10.5, 0, 73, 14.59, 0, 0, 1.9,
14871, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 1003, 8.5, 0, 73, 14.7, 0, 0, 1.93,
15109, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 1003, 8.5, 0, 73, 14.7, 0, 0, 1.93,
15356, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 986, 10.5, 0, 73, 14.81, 0, 0, 1.89,
15594, -5.47, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 1000, 9, 0, 73, 14.81, 0, 0, 1.92,
15826, -5.47, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 1004, 8.5, 0, 73, 14.47, 0, 0, 1.93,
16072, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 995, 10, 0, 73, 14.7, 0, 0, 1.91,
16310, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.85, 0, 985, 11.5, 0, 73, 14.7, 0, 0, 1.89,
16557, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.75, 0, 997, 9.5, 0, 73, 14.7, 0, 0, 1.91,
16796, -5.47, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 994, 9.5, 0, 73, 14.7, 0, 0, 1.91,
17027, -5.47, 13.6, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 994, 9.5, 0, 73, 14.7, 0, 0, 1.91,
17275, -5.47, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 1010, 8, 0, 73, 14.59, 0, 0, 1.94,
17513, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 997, 9.5, 0, 73, 14.7, 0, 0, 1.91,
17761, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 990, 10.5, 0, 73, 14.7, 0, 0, 1.9,
17999, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 1006, 8, 0, 73, 14.59, 0, 0, 1.93,
18230, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 991, 9.5, 0, 74, 14.59, 0, 0, 1.9,
18477, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 983, 10.5, 0, 74, 14.7, 0, 0, 1.89,
18715, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 998, 9, 0, 74, 14.81, 0, 0, 1.92,
18962, -5.47, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 991, 9.5, 0, 74, 14.81, 0, 0, 1.9,
19200, -5.47, 13.76, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 996, 9, 0, 74, 14.81, 0, 0, 1.91,
19431, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 1004, 10, 0, 74, 14.81, 0, 0, 1.93,
19679, -5.47, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 1005, 8, 0, 74, 14.7, 0, 0, 1.93,
19917, -5.47, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 985, 10.5, 0, 74, 14.81, 0, 0, 1.89,
20148, -6.25, 13.76, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 992, 9.5, 0, 74, 14.59, 0, 0, 1.91,
20402, -5.47, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.82, 0, 998, 9, 0, 74, 14.59, 0, 0, 1.92,
20633, -6.25, 13.76, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 994, 9.5, 0, 74, 14.7, 0, 0, 1.91,
20880, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 978, 11.5, 0, 74, 14.59, 0, 0, 1.88,
21119, -5.47, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 998, 9, 0, 74, 14.59, 0, 0, 1.92,
21350, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.82, 0, 986, 10.5, 0, 74, 14.7, 0, 0, 1.89,
21598, -5.47, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 985, 10.5, 0, 74, 14.7, 0, 0, 1.89,
21835, -6.25, 13.92, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 996, 9, 0, 74, 14.59, 0, 0, 1.91,
22082, -5.47, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 994, 9.5, 0, 74, 14.59, 0, 0, 1.91,
22320, -6.25, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 970, 11.5, 0, 74, 14.7, 0, 0, 1.86,
22552, -5.47, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 971, 11.5, 0, 74, 14.47, 0, 0, 1.86,
22799, -5.47, 13.6, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 998, 8, 0, 74, 14.7, 0, 0, 1.92,
23037, -6.25, 13.76, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 988, 9.5, 0, 74, 14.7, 0, 0, 1.9,
23269, -5.47, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.4, 4.73, 0, 984, 10, 0, 74, 14.47, 0, 0, 1.89,
23523, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 988, 9.5, 0, 74, 14.7, 0, 0, 1.9,
23754, -6.25, 13.76, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 986, 9.5, 0, 74, 14.59, 0, 0, 1.89,
24002, -6.25, 13.76, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.69, 0, 981, 10, 0, 74, 14.47, 0, 0, 1.88,
24239, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 984, 10.5, 0, 74, 14.59, 0, 0, 1.89,
24486, -6.25, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.69, 0, 982, 9.5, 0, 74, 14.59, 0, 0, 1.89,
24725, -7.03, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 972, 9.5, 0, 74, 14.24, 0, 0, 1.87,
24957, -6.25, 13.84, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 973, 10.5, 0, 74, 14.36, 0, 0, 1.87,
25204, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.37, 1.38, 4.82, 0, 980, 9.5, 0, 74, 14.59, 0, 0, 1.88,
25442, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 988, 9, 0, 74, 14.59, 0, 0, 1.9,
25673, -6.25, 13.84, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.79, 0, 984, 9.5, 0, 74, 14.47, 0, 0, 1.89,
25927, -5.47, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.73, 0, 979, 9.5, 0, 74, 14.59, 0, 0, 1.88,
26158, -5.47, 13.68, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 982, 9.5, 0, 74, 14.81, 0, 0, 1.89,
26405, -6.25, 13.68, 0.58, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 990, 8.5, 0, 74, 14.47, 0, 0, 1.9,
26643, -6.25, 13.76, 0.59, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.75, 0, 970, 11, 0, 74, 14.36, 0, 0, 1.86,
26874, -6.25, 13.84, 0.57, -4.69, 16, 0, 1, 0, 42, 0.36, 1.38, 4.69, 0, 981, 9.5, 0, 74, 14.7, 0, 0, 1.88,
