Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Intake Air Temperature (F),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
4226,0.78,-5.47,14.81,8,0.00,0.00,16,117,34.92,2.46,15.00
4267,0.78,-5.47,14.81,8,0.00,0.00,16,117,34.92,2.46,15.00
4308,0.78,-5.47,14.81,8,0.00,0.00,16,117,35.41,2.46,14.90
4351,0.78,-5.47,14.81,8,0.00,0.00,16,117,35.17,2.46,14.90
4386,0.78,-5.47,14.81,8,0.00,0.00,16,117,35.17,2.48,14.90
4432,0.78,-5.47,14.81,8,0.00,0.00,16,117,34.92,2.46,14.80
4474,0.78,-5.47,14.81,8,0.00,0.00,16,117,34.92,2.46,14.80
4516,0.78,-5.47,14.70,8,0.00,0.00,16,117,35.41,2.48,14.70
4546,0.78,-5.47,14.70,8,0.00,0.00,16,117,35.17,2.46,14.70
4591,1.56,-5.47,14.70,8,0.00,0.00,16,117,35.17,2.46,14.70
4638,1.56,-5.47,14.70,8,0.00,0.00,16,117,35.53,2.48,14.80
4664,1.56,-5.47,14.81,8,0.00,0.00,16,117,35.66,2.48,14.80
4720,1.56,-5.47,14.81,8,0.00,0.00,16,117,35.66,2.46,14.80
4758,1.56,-5.47,14.70,8,0.00,0.00,16,117,35.16,2.46,14.80
4802,1.56,-5.47,14.70,8,0.00,0.00,16,117,34.66,2.46,14.70
4842,1.56,-5.47,14.70,8,0.00,0.00,16,117,34.66,2.46,14.70
4885,1.56,-5.47,14.70,8,0.00,0.00,16,117,35.17,2.46,14.70
4926,1.56,-5.47,14.70,8,0.00,0.00,16,117,35.17,2.46,14.70
4967,1.56,-5.47,14.70,8,0.00,0.00,16,117,34.43,2.44,14.70
5008,1.56,-5.47,14.70,8,0.00,0.00,16,117,34.18,2.44,14.70
5041,1.56,-5.47,14.70,8,0.00,0.00,16,117,34.18,2.44,14.80
5090,1.56,-5.47,14.81,8,0.00,0.00,16,117,33.81,2.44,14.80
5131,2.34,-5.47,14.81,8,0.00,0.00,16,117,33.45,2.44,14.90
5172,2.34,-5.47,14.81,8,0.00,0.00,16,117,33.45,2.44,14.90
5214,2.34,-5.47,14.81,8,0.00,0.00,16,117,32.71,2.42,14.80
5242,2.34,-5.47,14.81,8,0.00,0.00,16,117,32.71,2.42,14.80
5291,2.34,-5.47,14.81,8,0.00,0.00,16,117,32.37,2.40,14.80
5334,3.12,-5.47,14.81,8,0.00,0.00,16,117,32.36,2.42,14.90
5377,3.12,-5.47,14.81,8,0.00,0.00,16,117,32.36,2.42,14.90
5418,3.12,-5.47,14.81,8,0.00,0.00,16,117,31.36,2.38,14.80
5455,3.12,-5.47,14.70,8,0.00,0.00,16,117,30.81,2.38,14.80
5501,2.34,-5.47,14.70,8,0.00,0.00,16,117,30.81,2.36,14.60
5542,2.34,-5.47,14.59,8,0.00,0.00,16,117,30.02,2.36,14.60
5576,3.12,-5.47,14.59,8,0.00,0.00,16,117,30.02,2.36,14.60
5623,3.12,-5.47,14.70,8,0.00,0.00,16,117,29.25,2.34,14.70
5664,3.12,-5.47,14.59,8,0.00,0.00,16,117,29.25,2.34,14.70
5692,2.34,-5.47,14.59,8,0.00,0.00,16,117,29.25,2.34,14.70
5736,3.12,-5.47,14.70,8,0.00,0.00,16,117,27.98,2.30,14.70
5787,2.34,-5.47,14.70,8,0.00,0.00,16,117,27.35,2.30,14.70
5829,2.34,-5.47,14.70,8,0.00,0.00,16,117,27.35,2.28,14.70
5856,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.94,2.30,14.70
5908,3.12,-5.47,14.70,8,0.00,0.00,16,117,26.94,2.30,14.70
5953,3.12,-5.47,14.70,8,0.00,0.00,16,117,26.10,2.26,14.70
5990,3.12,-5.47,14.70,8,0.00,0.00,16,117,25.79,2.26,14.70
6035,2.34,-5.47,14.70,8,0.00,0.00,16,117,25.79,2.26,14.70
6072,3.12,-5.47,14.59,8,0.00,0.00,16,117,26.41,2.26,14.70
6113,2.34,-5.47,14.59,8,0.00,0.00,16,117,27.76,2.26,14.70
6157,3.12,-5.47,14.59,8,0.00,0.00,16,117,25.20,2.26,14.70
6192,2.34,-5.47,14.47,8,0.00,0.00,16,117,26.20,2.26,14.70
6239,1.56,-5.47,14.47,8,0.00,0.00,16,117,26.20,2.26,14.60
6280,1.56,-5.47,14.36,8,0.00,0.00,16,117,25.49,2.24,14.60
6313,0.78,-5.47,14.24,8,0.00,0.00,16,117,25.01,2.24,14.50
6360,0.00,-5.47,14.24,8,0.00,0.00,16,115,25.01,2.24,14.50
6391,0.00,-5.47,14.13,8,0.00,0.00,16,115,24.13,2.18,14.50
6439,0.00,-5.47,14.36,8,0.00,0.00,16,115,23.43,2.18,14.50
6486,0.00,-5.47,14.36,8,0.00,0.00,16,115,10.63,1.66,14.50
6527,0.00,-5.47,13.90,10,0.00,0.00,16,115,10.84,1.76,14.50
6568,0.00,-5.47,13.90,10,0.00,0.00,16,115,10.84,1.76,14.50
6609,0.00,-5.47,13.09,10,0.00,0.00,16,115,11.93,1.82,13.90
6644,0.00,-5.47,13.78,10,0.00,0.00,16,115,13.45,1.88,13.90
6690,0.00,-5.47,13.78,10,0.00,0.00,16,115,13.45,1.88,13.90
6733,0.00,-5.47,18.03,10,0.00,0.00,16,115,13.65,1.88,15.80
6760,0.00,-5.47,20.21,10,0.00,0.00,16,115,13.65,1.88,15.80
6814,0.00,-5.47,20.21,10,0.00,0.00,16,115,13.65,1.88,17.50
6849,0.00,-5.47,22.74,10,0.00,0.00,16,115,13.39,1.88,17.50
6892,0.00,-5.47,22.74,10,0.00,0.00,16,115,13.39,1.88,17.50
6939,0.00,-5.47,23.08,10,0.00,0.00,16,115,13.51,1.88,21.60
6967,0.00,-5.47,23.20,10,0.00,0.00,16,115,12.58,1.84,21.60
7023,0.00,-5.47,23.20,10,0.00,0.00,16,115,12.58,1.84,24.60
7057,0.00,-5.47,23.43,10,0.00,0.00,16,115,12.15,1.82,24.60
7101,0.00,-5.47,23.54,10,0.00,0.00,16,115,11.40,1.78,28.30
7142,0.00,-5.47,23.54,10,0.00,0.00,16,115,11.40,1.78,28.30
7176,0.00,-5.47,23.89,10,0.00,0.00,16,115,10.08,1.68,28.30
7225,0.00,-5.47,23.66,10,0.00,0.00,16,115,9.09,1.68,33.80
7265,0.00,-5.47,23.66,10,0.00,0.00,16,115,9.09,1.66,33.80
7295,0.00,-5.47,23.89,10,0.00,0.00,16,115,9.09,1.66,33.80
7347,0.00,-5.47,23.89,10,0.00,0.00,16,115,9.09,1.66,50.10
7384,0.00,-5.47,23.77,10,0.00,0.00,16,115,9.31,1.68,50.10
7430,0.00,-5.47,23.77,10,0.00,0.00,16,117,10.23,1.74,69.80
7470,0.00,-5.47,23.77,10,0.00,0.00,16,117,10.23,1.74,69.80
7511,0.00,-5.47,23.77,10,0.00,0.00,16,117,9.75,1.68,80.60
7542,0.00,-5.47,23.66,10,0.00,0.00,16,117,8.60,1.68,80.60
7590,0.00,-5.47,23.66,10,0.00,0.00,16,117,8.60,1.64,80.60
7635,0.00,-5.47,24.00,10,0.00,0.00,16,117,8.91,1.66,91.40
7675,0.00,-5.47,24.00,10,0.00,0.00,16,117,8.91,1.66,91.40
7717,0.00,-5.47,23.66,10,0.00,0.00,16,117,9.48,1.70,96.00
7751,0.00,-5.47,23.66,10,0.00,0.00,16,117,10.33,1.74,96.00
7793,0.00,-5.47,23.66,10,0.00,0.00,16,117,10.33,1.74,96.00
7841,0.00,-5.47,17.92,10,0.00,0.00,16,117,10.99,1.78,63.80
7870,0.00,-5.47,13.21,10,0.00,0.00,16,117,12.59,1.78,63.80
7911,-0.78,-5.47,13.21,8,0.00,0.00,16,117,12.59,1.86,18.60
7962,-3.12,-5.47,12.98,8,0.00,0.00,16,117,15.07,1.96,18.60
7991,-3.12,-5.47,12.98,8,0.00,0.00,16,117,15.07,1.96,18.60
8044,-1.56,-5.47,13.78,8,0.00,0.00,16,117,20.57,2.12,14.40
8085,0.00,-5.47,14.59,8,0.00,0.00,16,117,21.62,2.14,14.40
8127,0.78,-5.47,14.59,8,0.00,0.00,16,117,21.62,2.14,14.70
8154,0.00,-5.47,14.81,8,0.00,0.00,16,117,21.89,2.16,14.70
8199,-2.34,-5.47,14.81,8,0.00,0.00,16,117,21.89,2.16,15.00
8246,-5.47,-5.47,13.55,8,0.00,0.00,16,117,23.15,2.18,15.00
8277,-5.47,-5.47,13.67,8,0.00,0.00,16,117,24.23,2.22,15.00
8331,-3.91,-5.47,13.67,8,0.00,0.00,16,117,24.23,2.22,14.50
8364,-2.34,-5.47,14.47,8,0.00,0.00,16,117,25.40,2.24,14.50
8413,-1.56,-5.47,14.70,8,0.00,0.00,16,117,26.41,2.26,14.90
8452,-1.56,-5.47,14.70,8,0.00,0.00,16,117,26.41,2.26,14.90
8485,-1.56,-5.47,14.81,8,0.00,0.00,16,117,27.14,2.30,14.90
8536,-1.56,-5.47,14.70,8,0.00,0.00,16,117,27.46,2.30,15.20
8577,-2.34,-5.47,14.70,8,0.00,0.00,16,117,27.46,2.30,15.20
8618,-2.34,-5.47,14.47,8,0.00,0.00,16,117,27.77,2.30,14.90
8645,-2.34,-5.47,14.47,8,0.00,0.00,16,117,27.77,2.30,14.90
8690,-1.56,-5.47,14.70,8,0.00,0.00,16,117,28.30,2.32,14.90
8736,-1.56,-5.47,14.81,8,0.00,0.00,16,117,28.19,2.32,14.90
8782,-1.56,-5.47,14.81,8,0.00,0.00,16,117,28.19,2.32,14.90
8823,-0.78,-5.47,14.93,8,0.00,0.00,16,117,28.82,2.34,15.20
8855,-0.78,-5.47,14.93,8,0.00,0.00,16,117,29.03,2.34,15.20
8905,-0.78,-5.47,14.93,8,0.00,0.00,16,117,29.03,2.34,15.30
8944,-0.78,-5.47,14.93,8,0.00,0.00,16,117,29.03,2.34,15.30
8988,-0.78,-5.47,14.93,8,0.00,0.00,16,117,29.03,2.34,15.30
9029,-0.78,-5.47,14.81,8,0.00,0.00,16,117,29.25,2.34,15.00
9060,0.00,-5.47,14.81,8,0.00,0.00,16,117,29.36,2.34,15.00
9110,0.00,-5.47,14.81,8,0.00,0.00,16,117,29.36,2.34,15.10
9139,0.00,-5.47,14.93,8,0.00,0.00,16,117,29.47,2.34,15.10
9190,0.78,-5.47,14.93,8,0.00,0.00,16,117,29.92,2.34,15.10
9230,0.78,-5.47,14.93,8,0.00,0.00,16,117,29.92,2.36,15.20
9276,0.78,-5.47,14.93,8,0.00,0.00,16,117,29.82,2.36,15.20
9315,0.78,-5.47,14.93,8,0.00,0.00,16,117,29.82,2.36,15.00
9351,0.78,-5.47,14.93,8,0.00,0.00,16,117,29.92,2.34,15.00
9393,0.78,-5.47,14.81,8,0.00,0.00,16,117,30.36,2.36,15.00
9438,0.78,-5.47,14.81,8,0.00,0.00,16,117,30.36,2.36,14.90
9470,0.78,-5.47,14.81,8,0.00,0.00,16,117,30.02,2.36,14.90
9510,0.78,-5.47,14.81,8,0.00,0.00,16,117,30.48,2.36,14.90
9562,1.56,-5.47,14.81,8,0.00,0.00,16,117,30.48,2.36,14.90
9591,1.56,-5.47,14.81,8,0.00,0.00,16,117,30.37,2.36,14.90
9641,1.56,-5.47,14.81,8,0.00,0.00,16,117,30.37,2.36,15.00
9685,1.56,-5.47,14.81,8,0.00,0.00,16,117,31.14,2.38,15.00
9725,1.56,-5.47,14.93,8,0.00,0.00,16,117,30.92,2.36,14.90
9766,2.34,-5.47,14.93,8,0.00,0.00,16,117,30.92,2.36,14.90
9808,2.34,-5.47,14.93,8,0.00,0.00,16,117,30.36,2.36,14.90
9836,2.34,-5.47,14.70,8,0.00,0.00,16,117,30.25,2.36,14.90
9889,2.34,-5.47,14.70,8,0.00,0.00,16,117,30.25,2.34,14.90
9931,2.34,-5.47,14.81,8,0.00,0.00,16,117,29.47,2.32,14.80
9959,2.34,-5.47,14.81,8,0.00,0.00,16,117,29.47,2.32,14.80
10013,1.56,-5.47,14.70,8,0.00,0.00,16,117,28.83,2.34,14.70
10041,2.34,-5.47,14.70,8,0.00,0.00,16,117,28.09,2.32,14.70
10090,2.34,-5.47,14.70,8,0.00,0.00,16,117,28.09,2.32,14.70
10135,2.34,-5.47,14.70,8,0.00,0.00,16,117,28.29,2.32,14.70
10174,1.56,-5.47,14.59,8,0.00,0.00,16,117,30.23,2.32,14.70
10217,2.34,-5.47,14.59,8,0.00,0.00,16,117,27.67,2.30,14.60
10259,2.34,-5.47,14.70,8,0.00,0.00,16,117,27.67,2.30,14.60
10290,2.34,-5.47,14.70,8,0.00,0.00,16,117,27.67,2.30,14.60
10342,2.34,-5.47,14.70,8,0.00,0.00,16,117,27.25,2.28,14.70
10375,1.56,-5.47,14.59,8,0.00,0.00,16,117,26.83,2.28,14.70
10422,2.34,-5.47,14.59,8,0.00,0.00,16,117,26.83,2.28,14.70
10464,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.94,2.28,14.70
10491,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.52,2.28,14.70
10546,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.52,2.26,14.90
10576,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.52,2.26,14.90
10627,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.52,2.26,14.80
10668,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.62,2.28,14.80
10710,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.63,2.26,14.80
10750,2.34,-5.47,14.70,8,0.00,0.00,16,117,26.63,2.26,14.80
10791,1.56,-5.47,14.47,8,0.00,0.00,16,117,25.89,2.26,14.80
10833,1.56,-5.47,14.47,8,0.00,0.00,16,117,25.78,2.26,14.60
10868,1.56,-5.47,14.47,8,0.00,0.00,16,117,25.78,2.26,14.60
10908,2.34,-5.47,14.59,8,0.00,0.00,16,117,25.01,2.24,14.70
10956,2.34,-5.47,14.59,8,0.00,0.00,16,117,25.01,2.24,14.70
10990,2.34,-5.47,14.81,8,0.00,0.00,16,117,26.20,2.26,14.70
11033,2.34,-5.47,14.81,8,0.00,0.00,16,117,24.70,2.22,14.90
11079,2.34,-5.47,14.81,8,0.00,0.00,16,117,24.70,2.22,14.90
11120,1.56,-5.47,14.47,8,0.00,0.00,16,117,24.90,2.24,14.70
11152,0.78,-5.47,14.36,8,0.00,0.00,16,117,24.41,2.24,14.70
11194,0.78,-5.47,14.36,8,0.00,0.00,16,117,24.41,2.22,14.70
11244,1.56,-5.47,14.59,8,0.00,0.00,16,117,24.41,2.22,14.60
11271,1.56,-5.47,14.59,8,0.00,0.00,16,117,24.41,2.22,14.60
11312,1.56,-5.47,14.70,8,0.00,0.00,16,117,24.22,2.20,14.80
11366,2.34,-5.47,14.70,8,0.00,0.00,16,117,23.73,2.20,14.80
11407,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.73,2.20,14.80
11442,1.56,-5.47,14.70,8,0.00,0.00,16,117,24.03,2.22,14.90
11489,1.56,-5.47,14.59,8,0.00,0.00,16,117,24.22,2.22,14.90
11530,1.56,-5.47,14.59,8,0.00,0.00,16,117,24.22,2.20,14.70
11560,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.70
11612,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.80
11649,0.78,-5.47,14.59,8,0.00,0.00,16,117,23.44,2.18,14.80
11692,0.78,-5.47,14.47,8,0.00,0.00,16,117,23.83,2.20,14.80
11736,1.56,-5.47,14.47,8,0.00,0.00,16,117,23.83,2.20,14.60
11769,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.60
11810,1.56,-5.47,14.81,8,0.00,0.00,16,117,23.63,2.20,14.80
11858,1.56,-5.47,14.81,8,0.00,0.00,16,117,23.63,2.20,14.80
11891,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.80
11925,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.90
11976,1.56,-5.47,14.70,8,0.00,0.00,16,117,23.83,2.20,14.90
12023,1.56,-5.47,14.47,8,0.00,0.00,16,117,23.54,2.20,14.80
12062,1.56,-5.47,14.47,8,0.00,0.00,16,117,23.54,2.20,14.80
12091,1.56,-5.47,14.59,8,0.00,0.00,16,117,23.73,2.20,14.80
12135,0.78,-5.47,14.47,8,0.00,0.00,16,117,25.52,2.20,14.70
12186,0.78,-5.47,14.47,8,0.00,0.00,16,117,22.96,2.18,14.70
12225,0.78,-5.47,14.47,8,0.00,0.00,16,117,23.25,2.18,14.70
12269,1.56,-5.47,14.47,8,0.00,0.00,16,117,23.25,2.18,14.70
12310,1.56,-5.47,14.70,8,0.00,0.00,16,117,22.67,2.16,15.20
12343,1.56,-5.47,14.81,8,0.00,0.00,16,117,22.58,2.18,15.20
12391,2.34,-5.47,14.81,8,0.00,0.00,16,117,22.58,2.18,15.20
12432,2.34,-5.47,14.81,8,0.00,0.00,16,117,22.77,2.16,15.10
12458,2.34,-5.47,14.93,8,0.00,0.00,16,117,22.31,2.16,15.10
12511,2.34,-5.47,14.93,8,0.00,0.00,16,117,22.31,2.16,15.00
12555,2.34,-5.47,14.81,8,0.00,0.00,16,117,22.76,2.18,15.00
12587,2.34,-5.47,14.81,8,0.00,0.00,16,117,22.76,2.18,15.00
12637,2.34,-5.47,14.81,8,0.00,0.00,16,117,21.98,2.16,15.00
12678,1.56,-5.47,14.59,8,0.00,0.00,16,117,22.23,2.16,15.00
12721,2.34,-5.47,14.59,8,0.00,0.00,16,117,22.23,2.16,14.60
12749,2.34,-5.47,14.59,8,0.00,0.00,16,117,21.89,2.14,14.60
12791,1.56,-5.47,14.59,8,0.00,0.00,16,117,21.98,2.14,14.60
12842,1.56,-5.47,14.59,8,0.00,0.00,16,117,21.98,2.14,14.80
12883,1.56,-5.47,14.47,8,0.00,0.00,16,117,21.80,2.16,14.80
12924,1.56,-5.47,14.47,8,0.00,0.00,16,117,21.80,2.16,14.70
12965,1.56,-5.47,14.59,8,0.00,0.00,16,117,21.44,2.14,14.70
13006,1.56,-5.47,14.59,8,0.00,0.00,16,117,21.27,2.14,14.70
13034,1.56,-5.47,14.59,8,0.00,0.00,16,117,21.27,2.14,14.80
13087,0.78,-5.47,14.36,8,0.00,0.00,16,117,21.27,2.12,14.80
13130,0.78,-5.47,14.59,8,0.00,0.00,16,117,21.10,2.12,14.70
13171,0.78,-5.47,14.59,8,0.00,0.00,16,117,21.10,2.12,14.70
13197,0.78,-5.47,14.47,8,0.00,0.00,16,117,20.67,2.12,14.80
13244,1.56,-5.47,14.59,8,0.00,0.00,16,117,20.67,2.12,14.80
