##
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Manifold Absolute Pressure	Mass Airflow	Mass Airflow Sensor Voltage	Throttle Sensor Voltage	AEM UEGO Wideband
5883.000	2.34	-2.34	14.7	8.0	0.42	2219.0	0.0	0.0	14.7	16.0	40.47	39.5	7.4	15.28	1.94	0.9	14.8
5944.000	2.34	-2.34	14.7	8.0	0.42	2219.0	0.0	0.0	14.7	16.0	40.47	39.5	7.4	15.53	1.94	0.9	14.8
6006.000	2.34	-2.34	14.7	8.0	0.41	2202.0	0.0	0.0	14.7	16.0	40.82	40.0	7.55	15.41	1.94	0.9	14.8
6067.000	2.34	-2.34	14.7	8.0	0.42	2208.0	0.0	0.0	14.7	16.0	40.82	39.5	7.55	15.66	1.96	0.9	14.86
6128.000	2.34	-1.56	14.59	8.0	0.42	2236.0	0.0	0.0	14.7	16.0	40.82	40.0	7.55	15.59	1.96	0.9	14.86
6190.000	2.34	-1.56	14.7	8.0	0.42	2232.0	0.0	0.0	14.7	16.0	40.82	40.0	7.55	15.66	1.96	0.9	14.86
6251.000	2.34	-1.56	14.7	8.0	0.42	2240.0	0.0	0.0	14.7	16.0	41.17	40.0	7.55	15.66	1.96	0.9	14.88
6314.000	3.12	-1.56	14.7	8.0	0.42	2235.0	0.0	0.0	14.7	16.0	41.52	40.0	7.55	15.85	1.96	0.9	14.9
6376.000	2.34	-1.56	14.7	8.0	0.43	2272.0	0.0	0.0	14.7	16.0	41.52	40.5	7.55	15.98	1.98	0.9	14.84
6437.000	2.34	-1.56	14.7	8.0	0.43	2259.0	0.0	0.0	14.7	16.0	41.52	40.5	7.55	16.18	1.98	0.9	14.88
6498.000	2.34	-1.56	14.59	8.0	0.42	2269.0	0.0	0.0	14.7	16.0	41.52	40.5	7.55	15.91	1.96	0.9	14.92
6560.000	2.34	-1.56	14.59	8.0	0.43	2277.0	0.0	0.0	14.7	16.0	41.52	40.5	7.55	16.04	1.96	0.9	14.88
6622.000	2.34	-1.56	14.47	8.0	0.43	2290.0	0.0	0.0	14.7	16.0	41.88	41.0	7.55	16.18	1.98	0.9	14.84
6683.000	2.34	-1.56	14.47	8.0	0.43	2279.0	0.0	0.0	14.7	16.0	41.88	41.0	7.55	16.36	1.98	0.9	14.86
6745.000	2.34	-1.56	14.47	8.0	0.43	2312.0	0.0	0.0	14.7	16.0	41.88	41.5	7.55	16.49	1.98	0.9	14.86
6806.000	2.34	-1.56	14.7	8.0	0.43	2306.0	0.0	0.0	14.7	16.0	42.23	41.5	7.55	16.55	2.0	0.9	14.86
6868.000	2.34	-1.56	14.7	8.0	0.43	2310.0	0.0	0.0	15.0	16.0	41.88	41.5	7.55	16.56	1.98	0.9	14.86
6930.000	2.34	-1.56	14.7	8.0	0.44	2321.0	0.0	0.0	14.7	16.0	42.58	41.5	7.55	16.88	2.0	0.9	14.86
6992.000	2.34	-1.56	14.7	8.0	0.43	2321.0	0.0	0.0	14.7	16.0	42.58	41.5	7.55	16.82	2.0	0.9	14.82
7053.000	1.56	-1.56	14.7	8.0	0.44	2346.0	0.0	0.0	14.7	16.0	42.58	41.5	7.55	17.02	2.02	0.9	14.76
7115.000	1.56	-1.56	14.47	8.0	0.46	2331.0	0.0	0.0	14.7	16.0	42.58	41.5	7.55	16.75	2.0	0.9	14.7
7176.000	2.34	-1.56	14.36	8.0	0.43	2352.0	0.0	0.0	14.7	16.0	42.93	41.5	7.55	16.95	2.02	0.9	14.7
7238.000	2.34	-1.56	14.59	8.0	0.44	2360.0	0.0	0.0	14.7	16.0	42.93	42.0	7.55	16.95	2.02	0.9	14.74
7300.000	2.34	-1.56	14.7	8.0	0.44	2350.0	0.0	0.0	14.7	16.0	42.93	42.0	7.55	17.33	2.02	0.9	14.78
7361.000	3.12	-1.56	14.81	8.0	0.43	2379.0	0.0	0.0	14.7	16.0	42.93	42.5	7.69	17.41	2.02	0.9	14.84
7423.000	3.12	-1.56	14.81	8.0	0.44	2388.0	0.0	0.0	14.7	16.0	43.28	42.5	7.69	17.46	2.02	0.9	14.86
7485.000	2.34	-1.56	14.81	8.0	0.44	2387.0	0.0	0.0	14.7	16.0	43.28	42.5	7.69	17.33	2.02	0.9	14.88
7547.000	2.34	-1.56	14.7	8.0	0.44	2387.0	0.0	0.0	14.7	16.0	43.28	42.5	7.69	17.72	2.04	0.9	14.86
7608.000	2.34	-1.56	14.59	8.0	0.44	2410.0	0.0	0.0	14.7	16.0	43.63	42.5	7.69	17.72	2.04	0.9	14.84
7669.000	2.34	-1.56	14.7	8.0	0.44	2416.0	0.0	0.0	14.7	16.0	43.63	42.5	7.69	17.59	2.04	0.9	14.8
7731.000	2.34	-1.56	14.7	8.0	0.44	2412.0	0.0	0.0	14.7	16.0	43.63	42.5	7.69	17.85	2.04	0.9	14.8
7793.000	3.12	-1.56	14.7	8.0	0.44	2432.0	0.0	0.0	14.7	16.0	43.63	42.5	7.69	17.98	2.04	0.9	14.8
7854.000	3.12	-1.56	14.7	8.0	0.44	2451.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.85	2.04	0.9	14.78
7916.000	2.34	-1.56	14.7	8.0	0.43	2438.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.79	2.04	0.9	14.76
7977.000	2.34	-1.56	14.7	8.0	0.43	2448.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.85	2.04	0.9	14.74
8039.000	2.34	-1.56	14.59	8.0	0.44	2448.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.98	2.04	0.9	14.72
8101.000	2.34	-1.56	14.7	8.0	0.44	2473.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.98	2.04	0.9	14.7
8163.000	2.34	-1.56	14.59	8.0	0.43	2464.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.85	2.04	0.9	14.72
8226.000	3.12	-1.56	14.7	8.0	0.43	2465.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.99	2.04	0.9	14.76
8286.000	3.12	-1.56	14.7	8.0	0.43	2496.0	0.0	0.0	14.7	16.0	43.63	42.5	7.55	17.99	2.04	0.9	14.8
8347.000	2.34	-1.56	14.7	8.0	0.43	2516.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	18.11	2.06	0.9	14.8
8409.000	2.34	-1.56	14.59	8.0	0.44	2488.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	17.98	2.04	0.9	14.8
8471.000	3.12	-1.56	14.7	8.0	0.43	2501.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	17.85	2.04	0.9	14.78
8533.000	3.12	-1.56	14.59	8.0	0.44	2534.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	17.98	2.06	0.9	14.74
8594.000	2.34	-1.56	14.7	8.0	0.43	2513.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	18.12	2.04	0.9	14.7
8656.000	2.34	-1.56	14.7	8.0	0.43	2519.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	18.05	2.04	0.9	14.7
8718.000	3.12	-1.56	14.59	8.0	0.43	2552.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.18	2.06	0.9	14.7
8780.000	2.34	-1.56	14.59	8.0	0.43	2555.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.37	2.06	0.9	14.68
8842.000	2.34	-1.56	14.59	8.0	0.43	2568.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.24	2.06	0.9	14.68
8903.000	2.34	-1.56	14.47	8.0	0.43	2565.0	0.0	0.0	14.7	16.0	43.63	42.5	7.4	18.3	2.06	0.9	14.68
8965.000	2.34	-1.56	14.59	8.0	0.43	2606.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.37	2.06	0.9	14.66
9026.000	2.34	-1.56	14.7	8.0	0.43	2504.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.37	2.06	0.9	14.64
9088.000	2.34	-1.56	14.59	8.0	0.43	2568.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.3	2.06	0.9	14.64
9150.000	2.34	-1.56	14.59	8.0	0.43	2598.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.43	2.06	0.9	14.62
9211.000	2.34	-1.56	14.59	8.0	0.42	2574.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.24	2.06	0.9	14.6
9273.000	2.34	-1.56	14.59	8.0	0.43	2586.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.51	2.06	0.9	14.62
9335.000	2.34	-1.56	14.7	8.0	0.43	2607.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.51	2.06	0.9	14.64
9396.000	2.34	-1.56	14.59	8.0	0.42	2582.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.49	2.06	0.9	14.66
9458.000	3.12	-1.56	14.7	8.0	0.42	2623.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.3	2.06	0.9	14.68
9519.000	2.34	-1.56	14.59	8.0	0.42	2641.0	0.0	0.0	14.7	16.0	43.63	43.0	7.25	18.62	2.06	0.9	14.7
9581.000	2.34	-1.56	14.7	8.0	0.42	2604.0	0.0	0.0	14.7	16.0	43.63	42.5	7.25	18.51	2.06	0.9	14.72
9642.000	3.12	-1.56	14.7	8.0	0.42	2660.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.43	2.06	0.9	14.74
9704.000	3.12	-1.56	14.7	8.0	0.42	2656.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.5	2.08	0.9	14.76
9766.000	3.12	-1.56	14.7	8.0	0.42	2620.0	0.0	0.0	14.7	16.0	43.98	42.5	7.25	18.51	2.08	0.9	14.76
9828.000	3.12	-1.56	14.7	8.0	0.42	2651.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.63	2.06	0.9	14.76
9888.000	3.12	-1.56	14.7	8.0	0.42	2660.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.37	2.06	0.9	14.74
9950.000	3.12	-1.56	14.7	8.0	0.43	2645.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.88	2.08	0.9	14.78
10013.000	3.91	-1.56	14.59	8.0	0.42	2625.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.82	2.08	0.9	14.82
10074.000	3.91	-1.56	14.81	8.0	0.41	2700.0	0.0	0.0	14.7	16.0	43.98	43.0	7.25	18.51	2.08	0.9	14.84
10135.000	3.91	-1.56	14.93	8.0	0.41	2700.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.57	2.06	0.9	14.82
10196.000	3.91	-1.56	14.81	8.0	0.42	2695.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.88	2.08	0.9	14.8
10259.000	3.91	-1.56	14.7	8.0	0.41	2726.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.82	2.06	0.9	14.72
10320.000	3.12	-1.56	14.7	8.0	0.42	2722.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.75	2.08	0.9	14.64
10382.000	3.12	-1.56	14.47	8.0	0.41	2724.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.75	2.08	0.9	14.6
10443.000	3.12	-1.56	14.59	8.0	0.41	2741.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.95	2.08	0.9	14.62
10505.000	2.34	-1.56	14.47	8.0	0.41	2741.0	0.0	0.0	14.7	16.0	43.98	43.0	7.11	18.69	2.06	0.9	14.64
10567.000	3.12	-1.56	14.59	8.0	0.42	2750.0	0.0	0.0	14.7	16.0	44.34	43.0	7.11	19.02	2.08	0.9	14.66
10628.000	3.12	-0.78	14.59	8.0	0.41	2762.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.02	2.08	0.9	14.72
10690.000	3.91	-0.78	14.81	8.0	0.41	2767.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.88	2.08	0.9	14.78
10751.000	4.69	-0.78	14.81	8.0	0.42	2767.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.95	2.08	0.9	14.8
10813.000	3.91	-0.78	14.81	8.0	0.41	2778.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.95	2.08	0.9	14.82
10875.000	3.91	-0.78	14.81	8.0	0.41	2782.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.95	2.08	0.9	14.82
10937.000	3.12	-0.78	14.7	8.0	0.41	2790.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.88	2.08	0.9	14.78
10998.000	3.12	-0.78	14.59	8.0	0.41	2787.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.15	2.08	0.9	14.74
11061.000	3.91	-0.78	14.59	8.0	0.41	2808.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.82	2.08	0.9	14.72
11122.000	3.12	-0.78	14.7	8.0	0.41	2808.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.09	2.08	0.9	14.68
11183.000	3.12	-0.78	14.59	8.0	0.41	2793.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.02	2.08	0.9	14.66
11245.000	3.12	-0.78	14.59	8.0	0.41	2802.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.15	2.08	0.9	14.64
11306.000	3.12	-0.78	14.59	8.0	0.41	2810.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	19.21	2.08	0.9	14.62
11368.000	2.34	-0.78	14.59	8.0	0.43	2813.0	0.0	0.0	14.7	16.0	44.34	43.5	7.11	18.95	2.08	0.9	14.6
11430.000	2.34	-0.78	14.47	8.0	0.4	2818.0	0.0	0.0	14.7	16.0	44.34	43.5	6.96	19.27	2.08	0.9	14.6
11492.000	2.34	-0.78	14.47	8.0	0.41	2832.0	0.0	0.0	14.7	16.0	44.34	43.5	6.96	19.27	2.08	0.9	14.6
11553.000	3.12	-0.78	14.47	8.0	0.4	2852.0	0.0	0.0	14.7	16.0	44.34	43.5	6.96	19.15	2.08	0.9	14.6
11615.000	2.34	-0.78	14.59	8.0	0.4	2857.0	0.0	0.0	14.7	16.0	44.34	43.5	6.96	19.02	2.08	0.9	14.6
11676.000	2.34	-0.78	14.47	8.0	0.39	2862.0	0.0	0.0	14.7	16.0	43.98	43.5	6.96	19.21	2.08	0.9	14.6
11738.000	2.34	-0.78	14.47	8.0	0.39	2871.0	0.0	0.0	14.7	16.0	43.98	43.5	6.96	19.02	2.08	0.9	14.62
11799.000	3.12	-0.78	14.59	8.0	0.39	2856.0	0.0	0.0	14.7	16.0	44.34	43.5	6.96	19.09	2.08	0.9	14.64
11861.000	3.12	-0.78	14.59	8.0	0.39	2872.0	0.0	0.0	14.7	16.0	43.98	43.0	6.96	18.88	2.08	0.9	14.68
11923.000	3.12	-0.78	14.7	8.0	0.39	2874.0	0.0	0.0	14.7	16.0	43.98	43.0	6.96	18.82	2.08	0.9	14.74
11984.000	3.12	-0.78	14.81	8.0	0.39	2832.0	0.0	0.0	14.7	16.0	43.98	43.0	6.96	18.96	2.08	0.9	14.8
12046.000	3.12	-0.78	14.81	8.0	0.4	2898.0	0.0	0.0	14.7	16.0	43.98	43.0	6.96	18.95	2.08	0.9	14.82
12108.000	3.12	-0.78	14.7	8.0	0.39	2907.0	0.0	0.0	14.7	16.0	43.98	43.0	6.96	18.88	2.08	0.9	14.84
12169.000	3.12	-0.78	14.7	8.0	0.39	2907.0	0.0	0.0	14.7	16.0	43.98	43.0	6.82	18.88	2.08	0.9	14.82
12231.000	3.12	-0.78	14.7	8.0	0.39	2904.0	0.0	0.0	14.7	16.0	43.98	43.0	6.82	18.82	2.08	0.9	14.78
12292.000	2.34	-0.78	14.7	8.0	0.39	2900.0	0.0	0.0	14.7	16.0	43.98	43.0	6.82	18.88	2.08	0.9	14.74
12353.000	3.12	-0.78	14.47	8.0	0.38	2932.0	0.0	0.0	14.7	16.0	43.63	43.0	6.82	18.75	2.08	0.9	14.72
12415.000	3.12	-0.78	14.59	8.0	0.39	2938.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.75	2.08	0.9	14.7
12477.000	3.12	-0.78	14.7	8.0	0.38	2941.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.57	2.06	0.9	14.72
12539.000	3.12	-0.78	14.7	8.0	0.39	2939.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.95	2.08	0.9	14.74
12600.000	3.12	-0.78	14.7	8.0	0.38	2928.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.69	2.08	0.9	14.76
12662.000	3.12	-0.78	14.7	8.0	0.38	2964.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.75	2.08	0.9	14.76
12723.000	3.12	-0.78	14.7	8.0	0.38	2978.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.69	2.08	0.9	14.76
12785.000	3.12	-0.78	14.7	8.0	0.38	2948.0	0.0	0.0	14.7	16.0	43.63	42.5	6.82	18.88	2.08	0.9	14.74
12847.000	3.12	-0.78	14.7	8.0	0.38	2975.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.69	2.06	0.9	14.74
12908.000	3.12	-0.78	14.59	8.0	0.4	2986.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.76	2.08	0.9	14.74
12969.000	3.12	-0.78	14.59	8.0	0.41	2983.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.75	2.06	0.9	14.74
13031.000	2.34	-0.78	14.7	8.0	0.41	2977.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.82	2.08	0.9	14.74
13093.000	3.12	-0.78	14.59	8.0	0.4	2982.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.69	2.08	0.9	14.74
13155.000	3.12	-0.78	14.59	8.0	0.38	2982.0	0.0	0.0	14.7	16.0	43.28	42.5	6.82	18.88	2.08	0.9	14.72
13215.000	3.12	-0.78	14.59	8.0	0.37	3004.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.57	2.06	0.9	14.7
13277.000	2.34	-0.78	14.59	8.0	0.37	3013.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.76	2.06	0.9	14.68
13339.000	1.56	-0.78	14.59	8.0	0.37	3001.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.69	2.06	0.9	14.68
13400.000	2.34	-0.78	14.47	8.0	0.37	3012.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.69	2.06	0.9	14.68
13462.000	2.34	-0.78	14.59	8.0	0.37	3030.0	0.0	0.0	14.7	16.0	42.93	42.0	6.67	18.51	2.06	0.9	14.68
13523.000	2.34	-0.78	14.7	8.0	0.37	3017.0	0.0	0.0	14.7	16.0	42.93	42.5	6.67	18.51	2.06	0.9	14.68
13585.000	2.34	-0.78	14.59	8.0	0.37	3026.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.62	2.06	0.9	14.7
13647.000	2.34	-0.78	14.7	8.0	0.37	3040.0	0.0	0.0	14.7	16.0	42.93	42.0	6.67	18.57	2.06	0.9	14.74
13709.000	2.34	-0.78	14.7	8.0	0.37	3042.0	0.0	0.0	14.7	16.0	42.93	42.0	6.67	18.62	2.06	0.9	14.78
13770.000	2.34	-0.78	14.7	8.0	0.37	3032.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.62	2.06	0.9	14.76
13832.000	2.34	-0.78	14.7	8.0	0.37	3058.0	0.0	0.0	14.7	16.0	43.28	42.5	6.67	18.75	2.08	0.9	14.76
13893.000	2.34	-0.78	14.7	8.0	0.37	3066.0	0.0	0.0	14.7	16.0	42.93	42.0	6.67	18.62	2.06	0.9	14.76
