##
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Manifold Absolute Pressure	Mass Airflow	Mass Airflow Sensor Voltage	Throttle Sensor Voltage	AEM UEGO Wideband
2265.000	3.91	0.0	14.59	8.0	0.39	1572.0	0.0	0.0	14.73	16.0	29.22	29.0	6.82	10.28	1.74	0.8	14.54
2338.000	3.91	0.0	14.47	8.0	0.4	1584.0	0.0	0.0	14.73	16.0	29.22	28.5	6.82	10.43	1.74	0.8	14.52
2411.000	3.12	0.0	14.36	8.0	0.39	1573.0	0.0	0.0	14.73	16.0	29.22	29.0	6.82	10.45	1.74	0.8	14.52
2484.000	3.12	0.0	14.47	8.0	0.39	1588.0	0.0	0.0	14.73	16.0	29.57	29.5	6.67	10.43	1.74	0.8	14.52
2557.000	3.12	0.0	14.47	8.0	0.39	1606.0	0.0	0.0	14.73	16.0	29.22	29.5	6.67	10.38	1.74	0.8	14.54
2630.000	3.12	0.0	14.47	8.0	0.38	1615.0	0.0	0.0	14.73	16.0	29.57	29.5	6.67	10.33	1.74	0.8	14.54
2703.000	3.91	0.0	14.59	8.0	0.38	1632.0	0.0	0.0	14.73	16.0	29.92	29.5	6.53	10.38	1.72	0.8	14.56
2776.000	3.91	0.0	14.59	8.0	0.37	1636.0	0.0	0.0	14.73	16.0	29.92	29.5	6.53	10.17	1.72	0.8	14.58
2849.000	3.12	0.0	14.59	8.0	0.37	1652.0	0.0	0.0	14.73	16.0	29.92	30.0	6.53	10.28	1.74	0.8	14.62
2922.000	3.91	0.0	14.59	8.0	0.37	1648.0	0.0	0.0	14.73	16.0	29.92	29.5	6.38	10.23	1.72	0.8	14.64
2995.000	3.91	0.0	14.7	8.0	0.38	1648.0	0.0	0.0	14.73	16.0	30.27	30.0	6.38	10.23	1.72	0.82	14.66
3068.000	3.91	0.0	14.7	8.0	0.37	1648.0	0.0	0.0	14.73	16.0	30.27	30.0	6.38	10.38	1.74	0.8	14.7
3141.000	3.91	0.0	14.7	8.0	0.37	1656.0	0.0	0.0	14.73	16.0	30.62	30.5	6.24	10.33	1.74	0.8	14.72
3214.000	3.91	0.0	14.7	8.0	0.37	1665.0	0.0	0.0	14.73	16.0	30.27	30.0	6.24	10.33	1.72	0.8	14.72
3287.000	3.91	0.0	14.7	8.0	0.36	1696.0	0.0	0.0	14.73	16.0	30.98	30.5	6.24	10.28	1.74	0.8	14.72
3360.000	3.91	0.0	14.7	8.0	0.37	1701.0	0.0	0.0	14.73	16.0	31.33	30.5	6.24	10.38	1.74	0.8	14.7
3433.000	3.91	0.0	14.59	8.0	0.36	1701.0	0.0	0.0	14.73	16.0	30.98	30.5	6.24	10.38	1.72	0.8	14.68
3506.000	3.91	0.0	14.59	8.0	0.37	1701.0	0.0	0.0	14.73	16.0	31.33	30.5	6.24	10.33	1.74	0.82	14.68
3579.000	3.91	0.0	14.59	8.0	0.36	1716.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.33	1.74	0.8	14.68
3652.000	3.91	0.0	14.59	8.0	0.36	1718.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.33	1.72	0.8	14.66
3725.000	3.12	0.0	14.59	8.0	0.36	1714.0	0.0	0.0	14.73	16.0	30.98	31.0	6.09	10.43	1.74	0.8	14.66
3798.000	3.12	0.0	14.36	8.0	0.36	1721.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.38	1.74	0.8	14.62
3871.000	2.34	0.0	14.36	8.0	0.36	1715.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.43	1.74	0.8	14.58
3945.000	2.34	0.0	14.36	8.0	0.35	1731.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.17	1.72	0.8	14.54
4017.000	2.34	0.0	14.36	8.0	0.35	1733.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.38	1.72	0.8	14.52
4090.000	2.34	0.0	14.47	8.0	0.36	1726.0	0.0	0.0	14.73	16.0	31.33	31.0	6.09	10.28	1.74	0.8	14.52
4164.000	3.12	0.0	14.47	8.0	0.35	1735.0	0.0	0.0	14.73	16.0	31.33	31.0	5.95	10.17	1.72	0.8	14.56
4237.000	3.12	0.0	14.59	8.0	0.36	1729.0	0.0	0.0	14.7	16.0	31.33	31.0	6.09	10.17	1.72	0.8	14.6
4310.000	3.12	0.0	14.7	8.0	0.36	1726.0	0.0	0.0	14.7	16.0	31.33	31.5	6.09	10.17	1.72	0.8	14.64
4383.000	3.12	0.0	14.7	8.0	0.36	1738.0	0.0	0.0	14.7	16.0	31.33	31.0	5.95	10.48	1.74	0.8	14.7
4456.000	3.12	0.0	14.7	8.0	0.36	1729.0	0.0	0.0	14.7	16.0	31.33	31.0	5.95	10.38	1.74	0.8	14.74
4529.000	3.12	0.0	14.7	8.0	0.36	1740.0	0.0	0.0	14.7	16.0	31.68	31.5	6.09	10.38	1.74	0.8	14.72
4603.000	3.12	0.0	14.59	8.0	0.35	1738.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.33	1.72	0.8	14.7
4675.000	2.34	0.0	14.36	8.0	0.35	1730.0	0.0	0.0	14.7	16.0	31.33	31.0	5.95	10.28	1.72	0.8	14.66
4749.000	2.34	0.0	14.36	8.0	0.36	1752.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.28	1.74	0.8	14.62
4821.000	2.34	0.0	14.36	8.0	0.35	1752.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.33	1.72	0.8	14.58
4895.000	2.34	0.0	14.47	8.0	0.35	1744.0	0.0	0.0	14.7	16.0	31.33	31.5	5.95	10.17	1.72	0.82	14.58
4967.000	2.34	0.0	14.47	8.0	0.35	1745.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.23	1.72	0.82	14.6
5041.000	2.34	0.0	14.59	8.0	0.35	1756.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.33	1.74	0.8	14.64
5113.000	2.34	0.0	14.7	8.0	0.36	1747.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.38	1.74	0.82	14.66
5187.000	2.34	0.0	14.7	8.0	0.36	1746.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.47	1.74	0.82	14.66
5260.000	2.34	0.0	14.59	8.0	0.36	1758.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.47	1.74	0.82	14.66
5333.000	1.56	0.0	14.47	8.0	0.36	1760.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.48	1.74	0.82	14.64
5405.000	2.34	0.0	14.47	8.0	0.35	1770.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.48	1.74	0.82	14.62
5479.000	1.56	0.0	14.36	8.0	0.35	1770.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.48	1.74	0.82	14.6
5551.000	1.56	0.0	14.47	8.0	0.35	1766.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.48	1.74	0.82	14.58
5624.000	2.34	0.0	14.59	8.0	0.35	1777.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.43	1.74	0.82	14.56
5697.000	2.34	0.0	14.59	8.0	0.35	1787.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.49	1.74	0.82	14.56
5771.000	2.34	0.0	14.59	8.0	0.35	1791.0	0.0	0.0	14.7	16.0	32.38	32.0	5.95	10.54	1.74	0.82	14.58
5844.000	2.34	0.0	14.59	8.0	0.35	1788.0	0.0	0.0	14.7	16.0	32.38	32.0	5.95	10.45	1.74	0.82	14.58
5917.000	1.56	0.0	14.59	8.0	0.35	1819.0	0.0	0.0	14.7	16.0	32.73	32.5	6.09	10.54	1.74	0.82	14.6
5990.000	1.56	0.0	14.47	8.0	0.35	1828.0	0.0	0.0	14.7	16.0	32.73	33.0	6.09	10.49	1.74	0.82	14.64
6063.000	1.56	0.0	14.59	8.0	0.35	1822.0	0.0	0.0	14.7	16.0	32.73	32.5	6.09	10.54	1.74	0.82	14.66
6136.000	1.56	0.0	14.59	8.0	0.34	1835.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.47	1.74	0.82	14.64
6209.000	1.56	0.0	14.59	8.0	0.34	1848.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.48	1.74	0.82	14.64
6282.000	1.56	0.0	14.59	8.0	0.34	1840.0	0.0	0.0	14.7	16.0	32.73	33.0	5.95	10.49	1.74	0.82	14.64
6355.000	1.56	0.0	14.59	8.0	0.34	1835.0	0.0	0.0	14.7	16.0	32.73	33.0	5.95	10.49	1.74	0.82	14.62
6428.000	2.34	0.0	14.7	8.0	0.34	1842.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.49	1.74	0.82	14.62
6502.000	2.34	0.0	14.7	8.0	0.34	1848.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.48	1.74	0.82	14.64
6575.000	2.34	0.0	14.7	8.0	0.34	1858.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.45	1.74	0.82	14.64
6648.000	1.56	0.0	14.7	8.0	0.35	1856.0	0.0	0.0	14.7	16.0	33.44	33.0	5.95	10.59	1.76	0.82	14.68
6720.000	2.34	0.0	14.7	8.0	0.34	1861.0	0.0	0.0	14.7	16.0	33.79	33.0	5.95	10.69	1.76	0.82	14.72
6793.000	2.34	0.0	14.7	8.0	0.34	1880.0	0.0	0.0	14.7	16.0	33.79	33.5	5.95	10.69	1.76	0.82	14.72
6866.000	2.34	0.0	14.81	8.0	0.34	1880.0	0.0	0.0	14.7	16.0	33.44	33.0	5.95	10.58	1.76	0.82	14.7
6939.000	2.34	0.0	14.59	8.0	0.34	1871.0	0.0	0.0	14.7	16.0	33.44	33.5	5.95	10.54	1.74	0.82	14.7
12335.000	0.0	0.0	14.47	8.0	0.34	2148.0	0.0	0.0	14.7	16.0	37.3	37.0	5.95	11.82	1.82	0.84	14.66
12407.000	0.0	0.0	14.36	8.0	0.33	2166.0	0.0	0.0	14.7	16.0	37.66	37.5	5.95	12.04	1.82	0.84	14.62
12481.000	0.0	0.0	14.59	8.0	0.33	2179.0	0.0	0.0	14.7	16.0	37.66	37.0	5.95	11.77	1.82	0.84	14.6
12553.000	0.0	0.0	14.59	8.0	0.33	2166.0	0.0	0.0	14.7	16.0	37.66	37.0	5.95	11.93	1.82	0.84	14.62
12626.000	0.0	0.0	14.59	8.0	0.33	2158.0	0.0	0.0	14.7	16.0	37.3	37.5	5.95	11.93	1.82	0.84	14.7
12699.000	0.78	0.0	14.59	8.0	0.33	2181.0	0.0	0.0	14.7	16.0	38.01	37.5	5.95	11.93	1.82	0.84	14.78
18092.000	1.56	0.0	14.81	8.0	0.38	2486.0	0.0	0.0	14.7	16.0	41.88	41.5	6.24	15.63	1.96	0.84	14.86
18165.000	1.56	0.0	14.81	8.0	0.39	2478.0	0.0	0.0	14.7	16.0	42.23	42.0	6.24	15.78	1.96	0.84	14.9
18237.000	1.56	0.0	14.7	8.0	0.38	2480.0	0.0	0.0	14.7	16.0	42.23	41.5	6.09	15.63	1.96	0.84	14.9
18310.000	1.56	0.0	14.7	8.0	0.38	2485.0	0.0	0.0	14.7	16.0	42.23	42.0	6.24	15.69	1.96	0.84	14.84
18384.000	1.56	0.0	14.59	8.0	0.37	2502.0	0.0	0.0	14.7	16.0	41.88	42.0	6.24	15.78	1.96	0.84	14.78
18457.000	1.56	0.0	14.7	8.0	0.37	2507.0	0.0	0.0	14.7	16.0	41.88	41.5	6.09	15.41	1.96	0.84	14.72
18530.000	1.56	0.0	14.59	8.0	0.37	2506.0	0.0	0.0	14.7	16.0	42.23	41.5	6.09	15.63	1.96	0.84	14.72
18602.000	2.34	0.0	14.81	8.0	0.38	2518.0	0.0	0.0	14.7	16.0	42.58	42.0	6.09	15.7	1.96	0.84	14.74
18676.000	2.34	0.0	14.81	8.0	0.37	2512.0	0.0	0.0	14.7	16.0	41.88	41.5	6.09	15.92	1.96	0.84	14.74
18749.000	2.34	0.0	14.81	8.0	0.37	2526.0	0.0	0.0	14.7	16.0	42.23	42.0	6.09	16.0	1.96	0.84	14.74
18822.000	1.56	0.0	14.7	8.0	0.37	2541.0	0.0	0.0	14.7	16.0	42.23	41.5	6.09	15.92	1.98	0.84	14.74
18894.000	1.56	0.0	14.59	8.0	0.37	2554.0	0.0	0.0	14.7	16.0	42.23	42.0	6.09	15.92	1.96	0.84	14.7
18967.000	1.56	0.0	14.59	8.0	0.37	2559.0	0.0	0.0	14.7	16.0	42.23	42.0	6.09	15.78	1.96	0.84	14.66
19041.000	1.56	0.0	14.7	8.0	0.38	2561.0	0.0	0.0	14.7	16.0	41.88	42.0	6.09	15.92	1.96	0.84	14.64
19115.000	0.78	0.0	14.47	8.0	0.38	2550.0	0.0	0.0	14.7	16.0	42.23	42.0	6.09	16.07	1.96	0.84	14.62
19187.000	1.56	0.0	14.59	8.0	0.37	2558.0	0.0	0.0	14.7	16.0	42.23	41.5	6.09	15.92	1.98	0.84	14.62
19261.000	0.78	0.0	14.59	8.0	0.37	2589.0	0.0	0.0	14.7	16.0	41.88	41.5	6.09	15.85	1.96	0.84	14.62
19333.000	0.78	0.0	14.59	8.0	0.37	2573.0	0.0	0.0	14.7	16.0	42.23	42.0	6.09	16.07	1.98	0.84	14.64
19407.000	1.56	0.0	14.59	8.0	0.38	2580.0	0.0	0.0	14.7	16.0	42.58	42.5	6.09	16.36	1.98	0.84	14.66
19480.000	1.56	0.0	14.7	8.0	0.38	2584.0	0.0	0.0	14.7	16.0	42.58	42.5	6.09	16.23	1.98	0.84	14.68
19552.000	1.56	0.0	14.7	8.0	0.37	2605.0	0.0	0.0	14.7	16.0	42.58	42.5	6.09	16.29	1.98	0.84	14.68
23434.000	0.0	0.0	14.7	8.0	0.34	2626.0	0.0	0.0	14.7	16.0	40.82	41.0	5.66	14.79	1.94	0.82	14.72
23506.000	0.0	0.0	14.7	8.0	0.34	2636.0	0.0	0.0	14.7	16.0	41.17	40.5	5.66	14.79	1.92	0.82	14.72
23580.000	0.0	0.0	14.81	8.0	0.34	2640.0	0.0	0.0	14.7	16.0	40.82	40.5	5.66	14.66	1.92	0.82	14.73
7383.000	5.47	-2.34	14.59	8.0	0.35	1685.0	0.0	0.0	14.7	16.0	30.62	30.0	6.24	9.84	1.72	0.82	14.67
7445.000	5.47	-2.34	14.59	8.0	0.36	1693.0	0.0	0.0	14.7	16.0	30.62	30.5	6.24	9.92	1.72	0.82	14.68
7507.000	5.47	-2.34	14.7	8.0	0.36	1692.0	0.0	0.0	14.7	16.0	30.62	30.5	6.24	10.08	1.72	0.82	14.66
7568.000	5.47	-2.34	14.59	8.0	0.35	1707.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	10.08	1.72	0.82	14.66
7629.000	5.47	-2.34	14.7	8.0	0.35	1720.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	9.97	1.72	0.82	14.68
7690.000	5.47	-2.34	14.7	8.0	0.35	1712.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	9.88	1.7	0.82	14.68
7753.000	5.47	-2.34	14.59	8.0	0.35	1708.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	9.97	1.72	0.82	14.68
7814.000	5.47	-2.34	14.59	8.0	0.35	1723.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	10.03	1.72	0.82	14.68
7876.000	4.69	-2.34	14.59	8.0	0.35	1724.0	0.0	0.0	14.7	16.0	30.98	30.5	6.09	10.03	1.72	0.82	14.66
7937.000	4.69	-2.34	14.59	8.0	0.35	1725.0	0.0	0.0	14.7	16.0	31.33	30.5	6.09	10.08	1.72	0.82	14.64
7999.000	5.47	-2.34	14.7	8.0	0.35	1725.0	0.0	0.0	14.7	16.0	31.68	31.5	6.09	10.03	1.72	0.82	14.64
8062.000	5.47	-2.34	14.7	8.0	0.35	1745.0	0.0	0.0	14.7	16.0	31.33	31.5	5.95	10.17	1.72	0.82	14.64
8123.000	5.47	-2.34	14.59	8.0	0.35	1745.0	0.0	0.0	14.7	16.0	31.33	31.5	5.95	10.28	1.72	0.82	14.64
8185.000	4.69	-1.56	14.59	8.0	0.34	1751.0	0.0	0.0	14.7	16.0	31.33	31.5	5.95	10.17	1.72	0.82	14.66
8245.000	4.69	-1.56	14.47	8.0	0.34	1765.0	0.0	0.0	14.7	16.0	31.68	32.0	5.95	10.03	1.72	0.82	14.68
8307.000	4.69	-1.56	14.47	8.0	0.34	1773.0	0.0	0.0	14.7	16.0	31.68	32.0	5.95	10.17	1.72	0.82	14.66
8369.000	3.91	-1.56	14.36	8.0	0.35	1768.0	0.0	0.0	14.7	16.0	31.68	31.5	5.95	10.13	1.72	0.82	14.62
8430.000	3.91	-1.56	14.24	8.0	0.34	1781.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.17	1.72	0.82	14.6
8493.000	3.91	-1.56	14.36	8.0	0.33	1778.0	0.0	0.0	14.7	16.0	32.03	32.0	5.95	10.08	1.72	0.82	14.56
8554.000	3.91	-1.56	14.47	8.0	0.33	1778.0	0.0	0.0	14.7	16.0	32.03	31.5	5.95	9.97	1.72	0.82	14.52
8615.000	3.91	-1.56	14.47	8.0	0.34	1792.0	0.0	0.0	14.7	16.0	32.38	32.0	5.95	9.97	1.72	0.82	14.52
8677.000	3.91	-1.56	14.47	8.0	0.34	1808.0	0.0	0.0	14.7	16.0	32.73	32.0	5.95	10.13	1.72	0.82	14.54
8739.000	3.91	-1.56	14.59	8.0	0.33	1810.0	0.0	0.0	14.7	16.0	32.38	32.0	5.95	10.08	1.72	0.82	14.56
8800.000	3.91	-1.56	14.59	8.0	0.33	1820.0	0.0	0.0	14.7	16.0	32.73	32.5	5.95	10.17	1.72	0.82	14.6
8862.000	4.69	-1.56	14.7	8.0	0.33	1842.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.28	1.72	0.82	14.64
8924.000	3.91	-1.56	14.7	8.0	0.33	1842.0	0.0	0.0	14.7	16.0	32.73	32.5	5.95	10.28	1.72	0.82	14.66
8985.000	3.91	-1.56	14.59	8.0	0.33	1844.0	0.0	0.0	14.7	16.0	33.09	33.0	5.8	10.13	1.72	0.82	14.66
9046.000	3.12	-1.56	14.47	8.0	0.33	1844.0	0.0	0.0	14.7	16.0	33.09	33.0	5.8	10.17	1.72	0.82	14.66
9108.000	3.12	-1.56	14.47	8.0	0.33	1858.0	0.0	0.0	14.7	16.0	33.09	33.0	5.95	10.13	1.72	0.82	14.62
9170.000	3.12	-1.56	14.47	8.0	0.33	1858.0	0.0	0.0	14.7	16.0	33.44	33.0	5.95	10.17	1.72	0.82	14.58
9231.000	3.12	-1.56	14.36	8.0	0.33	1876.0	0.0	0.0	14.7	16.0	33.44	33.0	5.95	10.17	1.72	0.82	14.54
9292.000	3.12	-1.56	14.36	8.0	0.33	1883.0	0.0	0.0	14.7	16.0	33.44	33.0	5.95	10.28	1.72	0.82	14.54
9354.000	3.12	-1.56	14.36	8.0	0.33	1889.0	0.0	0.0	14.7	16.0	33.79	33.5	5.95	10.38	1.74	0.82	14.54
9416.000	3.12	-1.56	14.47	8.0	0.33	1902.0	0.0	0.0	14.7	16.0	33.79	33.5	5.8	10.28	1.72	0.82	14.56
9478.000	3.12	-1.56	14.47	8.0	0.32	1908.0	0.0	0.0	14.7	16.0	33.79	33.5	5.95	10.28	1.72	0.82	14.58
9539.000	2.34	-1.56	14.47	8.0	0.33	1903.0	0.0	0.0	14.7	16.0	33.79	33.5	5.95	10.23	1.72	0.82	14.6
9601.000	2.34	-1.56	14.36	8.0	0.32	1914.0	0.0	0.0	14.7	16.0	34.14	33.5	5.95	10.23	1.74	0.82	14.6
9663.000	2.34	-1.56	14.47	8.0	0.32	1928.0	0.0	0.0	14.7	16.0	34.14	34.0	5.8	10.38	1.74	0.82	14.6
9724.000	1.56	-1.56	14.36	8.0	0.32	1919.0	0.0	0.0	14.7	16.0	34.14	34.0	5.95	10.17	1.72	0.82	14.58
9786.000	2.34	-1.56	14.47	8.0	0.32	1922.0	0.0	0.0	14.7	16.0	34.14	34.0	5.95	10.38	1.72	0.82	14.58
9847.000	2.34	-1.56	14.47	8.0	0.31	1946.0	0.0	0.0	14.7	16.0	34.49	34.0	5.95	10.28	1.72	0.82	14.58
9909.000	2.34	-1.56	14.47	8.0	0.31	1956.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.28	1.72	0.82	14.58
9970.000	2.34	-1.56	14.59	8.0	0.32	1948.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.17	1.72	0.82	14.58
10032.000	2.34	-1.56	14.59	8.0	0.31	1965.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.28	1.72	0.82	14.6
10094.000	2.34	-1.56	14.59	8.0	0.31	1965.0	0.0	0.0	14.7	16.0	34.84	34.5	5.8	10.08	1.72	0.82	14.6
10156.000	2.34	-1.56	14.7	8.0	0.31	1977.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.27	1.72	0.82	14.6
10218.000	2.34	-1.56	14.7	8.0	0.31	1956.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.28	1.74	0.82	14.64
10279.000	2.34	-1.56	14.81	8.0	0.3	1968.0	0.0	0.0	14.7	16.0	34.49	34.0	5.8	10.08	1.72	0.82	14.68
10342.000	2.34	-1.56	14.81	8.0	0.31	1973.0	0.0	0.0	14.7	16.0	34.84	34.0	5.8	10.13	1.72	0.82	14.72
10402.000	2.34	-1.56	14.7	8.0	0.31	1982.0	0.0	0.0	14.7	16.0	35.2	34.0	5.8	10.23	1.74	0.82	14.74
10464.000	2.34	-1.56	14.7	8.0	0.31	1998.0	0.0	0.0	14.7	16.0	35.2	35.0	5.8	10.38	1.74	0.82	14.76
10526.000	2.34	-1.56	14.7	8.0	0.31	2006.0	0.0	0.0	14.7	16.0	35.2	35.0	5.8	10.33	1.74	0.82	14.76
10587.000	3.12	-1.56	14.7	8.0	0.31	1991.0	0.0	0.0	14.7	16.0	35.2	35.0	5.8	10.33	1.74	0.82	14.76
10650.000	3.12	-1.56	14.7	8.0	0.31	2002.0	0.0	0.0	14.7	16.0	35.55	35.0	5.8	10.47	1.74	0.82	14.76
10711.000	2.34	-1.56	14.7	8.0	0.31	2010.0	0.0	0.0	14.7	16.0	35.2	35.0	5.66	10.43	1.74	0.82	14.76
10773.000	2.34	-1.56	14.7	8.0	0.3	2007.0	0.0	0.0	14.7	16.0	35.2	35.0	5.66	10.17	1.72	0.82	14.74
