#
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Manifold Absolute Pressure	Mass Airflow	Mass Airflow Sensor Voltage	Throttle Sensor Voltage	AEM UEGO Wideband  (AFR Gasoline)
2839.000	0.000	0.0	11.14	10.0	2.36	5535.0	0.000	0.000	10.19	16.0	13.75	13.5	33.66	216.85	4.3	3.96	12.36
2901.000	0.000	0.0	11.14	10.0	2.34	5610.0	0.000	0.000	10.27	16.0	13.75	13.5	33.52	218.43	4.32	3.96	12.28
2964.000	0.000	0.0	11.14	10.0	2.29	5720.0	0.000	0.000	10.32	16.0	14.1	13.5	33.23	221.34	4.32	3.96	12.28
3025.000	0.000	0.0	11.14	10.0	2.25	5854.0	0.000	0.000	10.28	16.0	14.1	14.0	33.08	225.56	4.34	3.96	12.24
3087.000	0.000	0.0	11.14	10.0	2.26	5901.0	0.000	0.000	10.28	16.0	14.1	14.0	33.08	225.56	4.32	3.96	12.20
3149.000	0.000	0.0	11.14	10.0	2.23	5901.0	0.000	0.000	10.35	16.0	14.1	14.0	32.65	223.46	4.3	3.96	12.18
3211.000	0.000	0.0	11.14	10.0	2.16	6082.0	0.000	0.000	10.31	16.0	14.45	14.0	32.07	222.63	4.3	3.96	12.16
3273.000	0.000	0.0	11.14	10.0	2.13	6162.0	0.000	0.000	10.33	16.0	14.45	14.0	31.05	219.67	4.3	3.96	12.14
3335.000	0.000	0.0	11.14	10.0	2.1	6162.0	0.000	0.000	10.44	16.0	15.16	15.0	31.05	219.67	4.26	3.96	12.10
3398.000	0.000	0.0	11.14	10.0	2.04	6250.0	0.000	0.000	10.38	16.0	15.51	15.0	30.18	216.06	4.26	3.96	12.06
3459.000	0.000	0.0	11.14	10.0	2.04	6394.0	0.000	0.000	10.32	16.0	15.86	15.5	30.18	216.06	4.3	3.96	12.04
3522.000	0.000	0.0	11.14	10.0	2.05	6394.0	0.000	0.000	10.31	16.0	15.86	15.5	29.75	219.25	4.3	3.96	12.02
3584.000	0.000	0.0	11.14	10.0	2.09	6504.0	0.000	0.000	10.34	16.0	15.86	16.0	29.89	220.5	4.3	3.96	12.00
3646.000	0.000	0.0	11.14	10.0	2.12	6504.0	0.000	0.000	10.16	16.0	15.86	15.5	29.89	220.5	4.36	3.96	12.02
3706.000	0.000	0.0	11.14	10.0	2.07	6614.0	0.000	0.000	10.24	16.0	15.86	15.5	30.47	228.94	4.36	3.96	12.02
3769.000	0.000	0.0	11.14	10.0	2.06	6750.0	0.000	0.000	10.33	16.0	16.21	16.0	30.47	228.94	4.36	3.96	12.02
3830.000	0.000	0.0	11.14	10.0	2.05	6750.0	0.000	0.000	10.19	16.0	16.56	16.0	30.91	230.63	4.36	3.96	12.98
3892.000	0.000	0.0	11.14	10.0	1.94	6893.0	0.000	0.000	10.19	16.0	17.62	16.5	30.91	227.69	4.34	2.24	13.22
3954.000	0.000	0.0	11.14	10.0	0.97	6893.0	0.000	0.000	12.73	16.0	34.49	16.5	30.91	227.69	4.34	0.66	13.60
MARK 000
